Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update
Konstanty Machnik,314700243,18.015,,240,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,1,1.5,-1,-1,4,4,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,30.05.2023
Marcin Wodz,324275499,16.005,,44,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,3,-1,-1,4.5,4.5,-1.0,3.0,-1.0,-1.0,4.5,4.5,26.05.2023 stoper (90'),Polska,30.05.2023
Mariusz Jedrzejczak,323696494,16.065,,121,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,4,5.5,5.5,4,-1.0,-1.0,4.0,5.5,5.5,4.0,26.05.2023 boczny_obronca (90'),Polska,30.05.2023
Patryk Franciszkowski,311335548,18.039,,198,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,-1,-1,4,3.5,5,-1.0,-1.0,-1.0,-1.0,3.5,5.0,29.12.2022 napastnik (90'),Polska,30.05.2023
Roman Rzempoluch,323055561,17.061,,113,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,5,5,5.5,4.5,6,-1.0,-1.0,5.0,5.5,-1.0,6.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
S. Pychynski,475931134,17.044,U,-2,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,2,2.5,4,4,6,-1.0,-1.0,2.5,4.0,-1.0,6.0,-----,Polska,05.05.2023
Sylweriusz Dubiela,326969352,15.074,,72,WC 38,1,Friendly,02/05/2025,91,1,-1,4,-1,3.5,5.5,3.5,-1.0,4.0,-1.0,3.5,5.5,3.5,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
V. Cherniak,476278842,17.035,,-2,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,-----,Polska,05.05.2023
Arkadiusz Sujka,324234548,16.025,,107,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,4,-1,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,25.05.2023 pomocnik (90'),Polska,30.05.2023
Blazej Juniewicz,323293763,17.011,,121,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,6.5,-1,-1,-1.0,-1.0,-1.0,6.5,-1.0,-1.0,25.05.2023 pomocnik (90'),Polska,30.05.2023
Brodzislaw Ogaza,319580319,17.003,U,132,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,25.05.2023 stoper (90'),Polska,30.05.2023
Czarek Sekscinski,318139641,17.008,,211,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,-1,-1,4.5,7.5,-1,-1.0,-1.0,-1.0,4.5,6.0,-1.0,25.05.2023 pomocnik (90'),Polska,30.05.2023
Dominik Ceglowski,318502646,18.028,,177,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,2,6.5,-1,-1,-1,-1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.05.2023 stoper (44'),Polska,30.05.2023
Edward Wlasiuk,320670187,16.089,,79,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,25.05.2023 napastnik (90'),Polska,30.05.2023
Emil Wywial,322669526,17.033,,92,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,6,-1,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,25.05.2023 stoper (46'),Polska,30.05.2023
Fryderyk Kupny,322457507,17.034,,142,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,4,-1,4.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,09.03.2023 pomocnik (44'),Polska,30.05.2023
Gabriel Sarwinski,320517974,17.029,,85,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4,-1,3.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.05.2023 pomocnik (39'),Polska,30.05.2023
J. Dublanski,476414233,19.029,,-2,WC 36,10,Continental Championship  Matchday 8,29/03/2024,87,8,5.5,3.5,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-----,Polska,16.05.2023
Marcin Bizon,318482194,17.040,,112,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
P. Gorzkiewicz,476442548,18.002,P,-2,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,-----,Polska,16.05.2023
Stanislaw Wlodarczyk,313190174,18.005,T,163,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,-1,-1,6.5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,25.05.2023 skrzydlowy (46'),Polska,30.05.2023
Tomasz Zimny,317773936,18.021,Q,183,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,-1,-1,-1,5,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.05.2023 skrzydlowy (44'),Polska,30.05.2023
Walenty Leung,322463372,16.101,,47,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,25.05.2023 napastnik (90'),Polska,30.05.2023
Zygmunt Rogal,319598566,17.089,Q,191,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,2.5,5.5,-1,-1,-1,3.5,2.5,4.0,-1.0,-1.0,-1.0,-1.0,25.05.2023 bramkarz (90'),Polska,30.05.2023
Antoni Braszka,323375437,16.098,P,107,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,3,3.5,3.5,4.5,4.5,-1.0,3.0,3.5,3.5,-1.0,-1.0,07.04.2023 pomocnik (90'),Polska,30.05.2023
Benno Patalas,323963196,16.082,,114,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,1.5,3.5,4.5,3,5,-1,-1.0,-1.0,4.5,-1.0,5.0,-1.0,28.05.2023 boczny_obronca (90'),Polska,30.05.2023
Boleslaw Pagiela,324774834,17.000,U,79,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3.5,4,4,-1,5.5,-1.0,3.5,-1.0,4.0,-1.0,5.5,07.05.2023 stoper (90'),Polska,30.05.2023
G. Stuczynski,476337370,17.030,H,-2,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,5,4,5.5,5.5,-1.0,-1.0,-1.0,4.0,-1.0,4.5,-----,Polska,05.05.2023
Jaroslaw Melnyk,326792352,16.033,,50,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,-1,5,3.5,-1,-1,-1.0,-1.0,5.0,3.5,-1.0,-1.0,28.05.2023 boczny_obronca (90'),Polska,30.05.2023
J. Starzynski,475935729,17.042,H,-2,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,5,-1,6,5,-1.0,-1.0,5.0,-1.0,-1.0,5.0,-----,Polska,05.05.2023
Krzysztof Galas,317962665,17.012,,205,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,2,2,2.5,3,-1,3.5,-1.0,2.0,2.5,3.0,-1.0,3.5,28.05.2023 bramkarz (29'),Polska,30.05.2023
Mateusz Kandora,321927945,17.010,,135,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,4,4,5,-1,3.5,-1.0,4.0,4.0,5.0,-1.0,3.5,28.05.2023 stoper (90'),Polska,30.05.2023
Przemyslaw Golygowski,325751035,16.033,,65,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,-1,4,6,-1,-1,-1.0,-1.0,4.0,6.0,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Sulibor Ejsmont,323782655,16.080,H,121,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,3,3.5,4,-1.0,-1.0,-1.0,3.0,3.5,4.0,15.02.2023 skrzydlowy (90'),Polska,30.05.2023
W. Buczek,476628588,17.011,Q,-1,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,4.5,5.5,5,4,-1.0,-1.0,4.5,5.5,-1.0,-1.0,-----,Polska,30.05.2023
Wlodzimierz Mol,321244792,16.083,,142,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,5,5,3.5,5,5,-1.0,5.0,-1.0,-1.0,-1.0,5.0,28.05.2023 stoper (90'),Polska,30.05.2023
Zenon Hanszke,324098528,16.025,Q,100,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,5,-1,2,0.5,-1,0.5,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (61'),Polska,30.05.2023
Zygmunt Podlak,320411834,16.080,P,86,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,3,-1,3,-1,3,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,21.04.2023 stoper (90'),Polska,30.05.2023
Stefan Pietrasiak,315963789,17.089,,233,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,4.5,-1,-1,-1,1,-1,4.5,-1.0,-1.0,-1.0,1.0,-1.0,23.03.2023 bramkarz (90'),Polska,30.05.2023
Mateusz Miazek,320490143,16.076,P,170,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,6.5,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,25.05.2023 napastnik (90'),Polska,30.05.2023
Kasper Stawny,323556731,16.091,,121,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,18.05.2023 pomocnik (90'),Polska,30.05.2023
Pawel Uszynski,318397773,18.077,,212,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,-1,-1,6,-1,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,25.05.2023 napastnik (90'),Polska,30.05.2023
Jan Knyt,314943044,18.021,T,240,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,25.05.2023 napastnik (90'),Polska,30.05.2023
Andrzej Sekulski,319476985,17.078,,177,WC 37,1,Friendly,20/09/2024,89,1,5,-1,-1,-1,-1,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.05.2023 bramkarz (90'),Polska,30.05.2023
Slawek Stawiarz,326576407,16.023,Q,58,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,4,-1,-1,4,-1,-1.0,4.0,-1.0,-1.0,4.0,-1.0,25.05.2023 stoper (90'),Polska,30.05.2023
Fabian Moranski,318429299,17.109,,124,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,-1,-1,5.5,5.5,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,25.05.2023 pomocnik (90'),Polska,30.05.2023
Jakub Szurgocinski,317441444,17.027,,44,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4.5,-1,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,25.05.2023 stoper (90'),Polska,30.05.2023
Florenty Rojowski,323526226,16.071,U,65,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,5.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,25.05.2023 skrzydlowy (90'),Polska,30.05.2023
Damian Dec,322558003,16.088,,93,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,-1,5.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,25.04.2023 skrzydlowy (90'),Polska,30.05.2023
Zdzislaw Musidlak,315956167,18.072,,246,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,-1,-1,3.5,3.5,5.5,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,23.02.2023 skrzydlowy (90'),Polska,30.05.2023
Cezary Sniadek,313113147,18.108,,268,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,-1,-1,6,-1,6,6.5,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
Demetriusz Lisiak,314335503,18.110,Q,281,WC 36,15,Continental Championship - Finals,26/04/2024,87,12,-1,5,5.5,-1,-1,-1,-1.0,-1.0,5.5,-1.0,-1.0,-1.0,28.05.2023 boczny_obronca (90'),Polska,30.05.2023
Edmund Motowidlo,319855206,17.014,,126,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Edmund Stempniewicz,309521508,19.033,,352,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,-1,-1,-1,3.5,4,3,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,23.04.2023 pomocnik (90'),Polska,30.05.2023
Gabriel Joskowiak,326163090,17.037,,44,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,2.5,-1,-1,-1,-1,-1,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,30.05.2023
Jan Gmiterek,313692514,18.034,,163,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,-1,-1,-1,6.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
Kazimierz Szadkowski,308343365,19.019,Q,384,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,2,3.5,-1,-1,-1,5,2.0,3.5,-1.0,-1.0,-1.0,-1.0,07.05.2023 bramkarz (90'),Polska,30.05.2023
Krzysztof Siedlaczek,300982357,20.026,,394,WC 36,,Final,,,,1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.11.2022 pomocnik (26'),Polska,30.05.2023
Patryk Lebkowski,302143470,19.081,,421,WC 36,,Final,,,,-1,-1,3.5,5,5,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,05.03.2023 pomocnik (90'),Polska,30.05.2023
Pawel Gad,312830189,18.069,,248,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,-1,-1,5.5,5.5,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Ryszard Joskowski,323806550,17.063,P,114,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,28.05.2023 napastnik (90'),Polska,30.05.2023
Ryszard Mazuchowski,301058134,20.093,,477,WC 36,,Final,,,,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,30.10.2022 napastnik (90'),Polska,30.05.2023
Sergiusz Elak,303987631,19.055,T,401,WC 36,6,Continental Championship  Matchday 4,04/03/2024,87,5,1,-1,2.5,-1,-1,-1,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,02.04.2023 bramkarz (90'),Polska,30.05.2023
Tomasz Grochola,299672259,20.001,,511,WC 36,,Final,,,,-1,-1,5.5,5,6,-1,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,05.02.2023 skrzydlowy (90'),Polska,30.05.2023
Waldemar Kulecki,300877873,19.084,,436,WC 36,,Final,,,,-1,-1,4.5,6,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,05.03.2023 boczny_obronca (90'),Polska,30.05.2023
Zdzislaw Golec,320982272,16.066,,134,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,3.5,4.5,5.5,-1,-1,-1.0,-1.0,4.5,5.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Zygmunt Bosowski,313087028,18.060,T,295,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,-1,6.5,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,28.05.2023 napastnik (90'),Polska,30.05.2023
Zygmunt Gruda,300507275,19.104,U,470,WC 36,,Final,,,,-1,-1,4,6.5,-1,6,-1.0,-1.0,-1.0,6.5,-1.0,6.0,12.02.2023 pomocnik (90'),Polska,30.05.2023
Anzelm Glownia,321697292,16.075,,136,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Arkadiusz Worytko,320927636,17.014,,175,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,3.5,-1,-1,-1,-1,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,30.05.2023
Boguchwal Misiorowski,320927644,17.070,Q,175,WC 37,2,Friendly,27/09/2024,89,2,-1,4,-1,-1,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,30.05.2023
Bronislaw Sypniewicz,320927635,17.048,,175,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,1.5,-1,-1,-1,-1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,30.05.2023
Dariusz Grasza,320927639,16.089,H,175,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Dariusz Loza,320927647,16.103,T,175,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,2,-1,-1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Goslaw Rabczuk,321776202,16.061,,134,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,2.5,-1,-1,-1,-1,-1,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,30.05.2023
Gwalbert Swaczyna,320927642,16.098,,175,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,-1,3.5,3.5,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
Leopold Panszczyk,323730508,17.086,,111,WC 37,,Final,,,,-1,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,12.02.2023 skrzydlowy (90'),Polska,30.05.2023
Pawel Cieslicki,320927638,16.090,,175,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,-1,3.5,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,28.05.2023 napastnik (90'),Polska,30.05.2023
Radoslaw Kulikowski,320927645,17.072,P,175,WC 37,2,Friendly,27/09/2024,89,2,-1,2,-1,-1,-1,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,28.05.2023 napastnik (90'),Polska,30.05.2023
Radoslaw Siudy,320927643,17.086,,175,WC 37,,Final,,,,-1,-1,-1,-1,-1,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,11.12.2022 napastnik (90'),Polska,30.05.2023
Wojciech Przybyl,320927632,17.020,,175,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,1.5,-1,-1,-1,-1,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,11.12.2022 bramkarz (90'),Polska,30.05.2023
Achacy Wojda,291341586,22.035,H,639,WC 36,,Final,,,,1,-1,3,4,4.5,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.05.2022 bramkarz (90'),Polska,30.05.2023
Cezary Skorka,311890717,19.010,,296,WC 36,13,Continental Championship - Quarterfinals,19/04/2024,87,11,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Ferdynand Zeler,292119427,21.062,,611,WC 36,,Final,,,,-1,4.5,-1,3,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,03.08.2022 stoper (90'),Polska,30.05.2023
Gustaw Rafalko,294492704,20.106,,595,WC 36,,Final,,,,-1,3.5,-1,3,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.09.2022 stoper (0'),Polska,30.05.2023
Igor Marcisz,286597201,22.063,,754,WC 36,,Final,,,,-1,-1,-1,5,5.5,5,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,29.11.2021 skrzydlowy (90'),Polska,30.05.2023
Julian Klimecki,295721256,20.053,T,513,WC 36,,Final,,,,-1,-1,-1,4,-1,4,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,28.09.2022 pomocnik (0'),Polska,30.05.2023
Mykola Virt,289773384,22.016,H,646,WC 36,,Final,,,,-1,2,-1,3,3,5.5,-1.0,-1.0,-1.0,2.5,-1.0,5.5,08.06.2022 napastnik (90'),Polska,30.05.2023
Szymon Szczebrzeszak,297092918,20.111,,569,WC 36,,Final,,,,-1,-1,-1,-1,4,7,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,28.09.2022 napastnik (0'),Polska,30.05.2023
Teofil Kopicki,289773385,21.044,Q,680,WC 36,,Final,,,,1.5,-1,-1,4,4,5,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,03.08.2022 bramkarz (90'),Polska,30.05.2023
Tomasz Wojtanowski,304574891,19.021,H,433,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,-1,-1,-1,4,5,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
A. Parchimowicz,476306131,17.034,T,-2,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,3,-1,5.5,-1,6,-1.0,-1.0,-1.0,5.5,-1.0,6.0,-----,Polska,05.05.2023
Andrzej Grzelka,309167397,18.066,,345,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,3.5,5,4.5,-1,-1.0,-1.0,3.5,5.0,4.5,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Antoni Nijaki,320982415,17.030,,156,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,2.5,3.5,2.5,-1,5.5,-1.0,-1.0,-1.0,2.5,-1.0,5.5,21.04.2023 boczny_obronca (7'),Polska,30.05.2023
Bohdan Baian,318907095,16.110,T,114,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,3,-1,5,-1.0,-1.0,-1.0,3.0,-1.0,5.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Czeslaw Bojko,327461977,16.021,,51,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,3.5,-1,3.5,-1,-1,-1.0,3.5,-1.0,3.5,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Kuba Panic,325190220,16.009,,64,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,3.5,-1,3.5,-1,6,-1.0,3.5,-1.0,3.5,-1.0,6.0,26.05.2023 stoper (90'),Polska,30.05.2023
Longinus Bulski,309965029,18.090,,352,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,4,1,-1,1,-1,-1,3.5,1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,30.05.2023
Maciej Sarama,321344843,16.100,,107,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,3,-1,5.5,-1.0,-1.0,-1.0,3.0,-1.0,5.5,26.05.2023 napastnik (90'),Polska,30.05.2023
Radoslaw Jarmoszko,312422970,17.109,,310,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,-1,1.5,-1,1.5,1,-1.0,-1.0,1.0,-1.0,1.5,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Rafal Domeracki,317773862,18.040,,212,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,5.5,6,-1,6.5,4.5,-1.0,5.5,6.0,-1.0,6.0,-1.0,19.05.2023 stoper (90'),Polska,30.05.2023
Roman Onyszko,323148942,16.094,U,128,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,3,-1,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,26.05.2023 boczny_obronca (90'),Polska,30.05.2023
Ryszard Musiala,311336381,18.026,,254,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,4,5.5,4,-1,5.5,-1.0,4.0,-1.0,-1.0,-1.0,5.5,21.04.2023 boczny_obronca (53'),Polska,30.05.2023
Witold Oleskiewicz,324498630,16.047,,86,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,2.5,3.5,-1,-1,4.5,-1.0,2.5,3.5,-1.0,-1.0,4.5,26.05.2023 boczny_obronca (90'),Polska,30.05.2023
Zbigniew Kukuryk,288832028,21.098,,709,WC 36,,Final,,,,-1,3,4.5,3,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,01.07.2022 skrzydlowy (90'),Polska,30.05.2023
Anastazy Cieminski,309839109,19.027,,345,WC 36,10,Continental Championship  Matchday 8,29/03/2024,87,8,-1,3,-1,4.5,5.5,-1,-1.0,-1.0,-1.0,4.5,5.5,-1.0,28.04.2023 pomocnik (90'),Polska,30.05.2023
Arkadiusz Szluga,323691272,17.040,,72,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Artur Szara,318411153,17.106,,177,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,5,2,-1,-1,-1,-1,5.0,2.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Gawel Plewka,307170161,18.103,,288,WC 36,17,World Cup - Round I  Matchday 2,06/05/2024,87,14,-1,3.5,-1,3.5,-1,-1,-1.0,3.0,-1.0,3.5,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Harald Masiak,307647595,18.072,,386,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,-1,-1,4.5,4,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Lech Otolinski,323376074,17.057,H,121,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Leonard Guberow,313170879,18.103,,246,WC 36,17,World Cup - Round I  Matchday 2,06/05/2024,87,14,4.5,2.5,-1,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
