"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update"
"Pawel Szulecki,318547954,18.030,,184,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,-1,-1,-1,-1,8,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,08.05.2023 napastnik (90'),Polska,05.07.2023"
"Wlodzimierz Cywoniuk,327806176,16.007,T,79,WC 38,,Final,,,,-1,4,-1,-1,-1,-1,-1.0,4.0,5.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Wiktor Czeladka,322332770,17.079,,86,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,4,5,5,-1,-1.0,-1.0,4.0,5.0,5.0,5.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Antoni Przylecki,326229874,17.084,,92,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,-1,5.5,7,-1.0,-1.0,-1.0,-1.0,5.5,7.0,02.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Wojciech Anikiej,311534678,18.051,H,295,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,2,-1,4,4,4,7,2.0,-1.0,4.0,-1.0,-1.0,7.0,02.07.2023 bramkarz (90'),Polska,05.07.2023"
"Piotr Rus,299044290,20.087,,533,WC 36,,Final,,,,-1,4.5,4.5,5,-1,-1,-1.0,4.5,5.0,4.0,5.0,-1.0,11.12.2022 boczny_obronca (90'),Polska,05.07.2023"
"W. Kosycarz,476374093,20.043,T,-2,WC 36,,Final,,,,-1,5,5,5.5,5,4,-1,-1,5,5,5,-1,-1,-----,Polska,04.05.2023"
"Edward Murzynski,304516697,19.067,,317,WC 36,10,Continental Championship  Matchday 8,29/03/2024,87,8,1.5,3.5,-1,4,4.5,-1,1.5,5.0,-1.0,-1.0,-1.0,-1.0,23.04.2023 bramkarz (90'),Polska,05.07.2023"
"Zdzislaw Mocko,312206674,19.012,,289,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,3.5,3.5,5,5,3.5,-1.0,3.5,5.0,3.0,5.0,-1.0,18.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Jerzy Kuzior,317581021,17.109,Q,121,WC 37,2,Friendly,27/09/2024,89,2,-1,3,2.5,-1,-1,-1,-1.0,3.0,2.5,5.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,05.07.2023"
"Karol Fuksa,300928874,20.070,,447,WC 36,,Final,,,,-1,5,5,-1,-1,-1,-1.0,5.0,5.0,-1.0,-1.0,-1.0,01.01.2023 boczny_obronca (90'),Polska,05.07.2023"
"Kazimierz Jaczynski,314806941,18.016,,224,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,2.5,3.5,3,4.5,5.5,-1.0,2.5,5.0,-1.0,4.5,4.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Konrad Teczar,318652664,18.068,,236,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,3,4,-1,4.5,4.5,-1.0,3.0,4.0,-1.0,4.0,5.0,02.07.2023 stoper (90'),Polska,05.07.2023"
"Cezary Tyl,313092763,18.060,,286,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,1,2,2,-1,-1,5,-1.0,-1.0,2.0,-1.0,-1.0,4.5,15.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Czeslaw Pagacz,323684353,16.102,U,160,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,-1,6,3.5,-1.0,-1.0,-1.0,-1.0,6.0,5.0,29.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Donald Firszt,309656095,18.068,,389,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,3.5,2,2,-1,-1,-1,3.0,-1.0,2.0,-1.0,-1.0,-1.0,15.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Ingo Holschbach,319451844,17.019,,92,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,1.5,-1,-1,-1.0,-1.0,-1.0,1.5,-1.0,-1.0,29.06.2023 pomocnik (90'),Polska,05.07.2023"
"Jerzy Kostus,316358714,17.097,P,260,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,4,4.5,6,-1.0,-1.0,-1.0,4.0,4.5,6.0,29.06.2023 napastnik (90'),Polska,05.07.2023"
"Kazimierz Kralka,324595537,17.040,,127,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,3,-1,-1,-1,-1,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,29.06.2023 stoper (90'),Polska,05.07.2023"
"Maciej Rzaca,312759694,18.081,,269,WC 36,26,World Cup - Round II  Matchday 1,05/07/2024,88,6,-1,3.5,-1,-1,-1,-1,-1.0,3.5,5.0,-1.0,-1.0,-1.0,29.06.2023 stoper (90'),Polska,05.07.2023"
"Matz Kieling,317587941,17.062,,181,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,1.5,1.5,-1,-1.0,-1.0,-1.0,1.5,5.0,1.0,29.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Rafal Kurcewicz,320586456,17.001,T,213,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,3,4.5,-1,-1.0,-1.0,-1.0,3.0,4.5,-1.0,29.06.2023 pomocnik (90'),Polska,05.07.2023"
"Roman Pytel,326750312,16.028,,86,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,4.5,-1,-1,-1,-1,-1,4.5,5.0,-1.0,-1.0,-1.0,-1.0,29.06.2023 bramkarz (90'),Polska,05.07.2023"
"Romuald Gora,321068184,18.044,P,171,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,2.5,-1,-1,-1,4.5,-1.0,2.5,5.0,-1.0,-1.0,4.5,29.06.2023 stoper (90'),Polska,05.07.2023"
"Waldemar Wojslaw,323871055,17.022,,78,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Andrzej Jopkiewicz,324969812,16.055,,101,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,30.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"D. Farganus,476653932,18.033,U,-2,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,4,4,4.5,-1,-1,-1.0,-1.0,-1.0,4.0,5.0,-1.0,-----,Polska,31.05.2023"
"Jan Zajac,323277245,17.038,,164,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3,-1,-1,-1,-1,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,16.06.2023 stoper (90'),Polska,05.07.2023"
"J. Blachowicz,476363975,18.083,,-2,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,4,0.5,-1,0.5,-1,-1,-1,-1,-1,0,5,-1,-1,-----,Polska,04.05.2023"
"Jerzy Orysiak,321838515,17.062,,134,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,1.5,-1,-1,-1,-1,4,1.5,5.0,-1.0,-1.0,-1.0,4.0,19.05.2023 napastnik (90'),Polska,05.07.2023"
"Mateusz Przybyslawski,324468511,16.043,,78,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,4.5,-1,4,-1.0,-1.0,-1.0,4.5,5.0,-1.0,30.06.2023 pomocnik (90'),Polska,05.07.2023"
"Pawel Lebiedowicz,318040636,17.073,,237,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,3.5,-1,5,-1,-1.0,-1.0,-1.0,-1.0,4.5,5.0,12.05.2023 skrzydlowy (90'),Polska,05.07.2023"
"P. Woloszynski,476915588,17.107,Q,-2,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,5.5,-1,-1,-1,-1.0,-1.0,5.5,5.0,-1.0,-1.0,-----,Polska,20.06.2023"
"Piotr Burza,324234108,17.032,Q,116,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,2.5,-1,4,3,4.5,-1.0,2.5,5.0,4.0,3.0,5.0,13.06.2023 pomocnik (90'),Polska,05.07.2023"
"Stanislaw Rudny,322283664,17.015,,136,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,2,2.5,-1,3,-1,-1,2.0,2.5,5.0,3.0,3.0,-1.0,30.06.2023 pomocnik (90'),Polska,05.07.2023"
"Teobald Furmaniuk,324897452,16.075,Q,127,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,3,2,-1,1.5,-1,1,-1.0,-1.0,-1.0,1.5,5.0,1.0,30.06.2023 napastnik (90'),Polska,05.07.2023"
"Tomasz Bock,325507903,17.067,,108,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,4.5,-1,4,-1,-1.0,-1.0,4.5,5.0,4.0,4.0,16.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Abel Stempak,327387164,16.106,,101,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,2,-1,-1,-1,3.5,-1,1.0,5.0,-1.0,-1.0,3.5,3.0,01.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Adam Detmer,327387172,16.110,,101,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,0.5,1.5,2,-1,-1,-1,0.5,1.5,5.0,2.0,-1.0,-1.0,01.07.2023 stoper (90'),Polska,05.07.2023"
"Andrzej Bronowski,327387165,16.100,,101,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,3.5,-1,-1,-1,5,-1.0,3.0,5.0,-1.0,-1.0,5.0,01.07.2023 napastnik (90'),Polska,05.07.2023"
"Franciszek Brochocki,327387163,17.070,,101,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,2,-1,3.5,-1,-1,-1.0,1.0,5.0,2.5,2.0,5.0,01.07.2023 pomocnik (46'),Polska,05.07.2023"
"Leon Wlodarz,327387173,17.091,,101,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,2,-1,-1,-1,-1.0,-1.0,1.5,5.0,-1.0,-1.0,01.07.2023 boczny_obronca (46'),Polska,05.07.2023"
"Leonard Skora,327387168,16.092,,101,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,-1,3,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,06.05.2023 skrzydlowy (44'),Polska,05.07.2023"
"Leszek Pawlik,327387169,16.039,,101,WC 37,35,World Cup - Round IV  Matchday 1,28/03/2025,90,12,1,-1,4,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,01.07.2023 boczny_obronca (44'),Polska,05.07.2023"
"Lukasz Wanicki,327387167,17.047,,101,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,3.5,5.0,01.07.2023 skrzydlowy (73'),Polska,05.07.2023"
"Marek Korczowski,327387166,17.080,P,101,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,1,-1,-1,2.5,-1,4.5,-1.0,-1.0,-1.0,2.0,-1.0,4.5,01.07.2023 napastnik (90'),Polska,05.07.2023"
"Radoslaw Galor,327387170,16.006,Q,101,WC 38,,Final,,,,-1,2.5,-1,3,-1,-1,-1.0,2.5,5.0,-1.0,3.0,-1.0,01.07.2023 stoper (90'),Polska,05.07.2023"
"Robert Olechowski,327387162,16.000,,101,WC 38,1,Friendly,02/05/2025,91,1,1.5,3,-1,-1,2.5,-1,1.0,3.0,-1.0,-1.0,2.0,5.0,01.07.2023 bramkarz (46'),Polska,05.07.2023"
"Tomasz Glinkowski,327387171,17.047,P,101,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,1,2.5,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,01.07.2023 bramkarz (44'),Polska,05.07.2023"
"Tomasz Stiller,327387176,17.013,P,101,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,5.0,-1.0,01.07.2023 pomocnik (90'),Polska,05.07.2023"
"Walenty Przygrodzki,327387175,17.006,P,101,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,4.5,-1,-1,-1,-1.0,-1.0,4.5,5.0,-1.0,-1.0,01.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Zdzislaw Kandefer,327387174,16.099,,101,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,01.07.2023 pomocnik (44'),Polska,05.07.2023"
"B. Machera,476663102,19.023,T,-2,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,2,4,-1,-1,5.5,4.5,-1.0,4.0,-1.0,-1.0,5.0,5.0,-----,Polska,31.05.2023"
"E. Jerzmanowski,476987590,19.010,H,-2,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,5.5,5.5,-1,-1,-1,-1.0,5.5,5.0,-1.0,-1.0,-1.0,-----,Polska,20.06.2023"
"Igor Szmagalski,326564400,17.031,,78,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,2,-1,6,-1.0,-1.0,-1.0,2.0,-1.0,6.0,04.07.2023 napastnik (90'),Polska,05.07.2023"
"Jozef Ziemczyk,323911475,17.065,,101,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,3.5,4.5,-1,-1.0,-1.0,-1.0,3.5,5.0,-1.0,04.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Klaudiusz Sot,326119187,16.032,,87,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,4.5,-1,-1,5,-1,-1.0,4.5,-1.0,-1.0,5.0,-1.0,04.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Leonard Potaczala,320586508,18.012,,197,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,3,-1,4.5,-1,6,-1.0,-1.0,-1.0,4.5,5.0,6.0,04.07.2023 pomocnik (90'),Polska,05.07.2023"
"Stanislaw Rakocinski,324774992,16.106,,94,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,3.5,-1,-1,-1,-1,-1,3.5,5.0,-1.0,-1.0,-1.0,-1.0,04.07.2023 bramkarz (90'),Polska,05.07.2023"
"W. Arndt,476454671,19.064,,-2,WC 36,10,Continental Championship  Matchday 8,29/03/2024,87,8,-1,5,6,-1,-1,8.5,-1,5,-1,-1,-1,7,5,-----,Polska,18.05.2023"
"Wlodzimierz Betka,314317629,18.041,U,268,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,4.5,5,-1,5,6.5,-1.0,4.5,-1.0,-1.0,5.0,6.5,04.07.2023 stoper (90'),Polska,05.07.2023"
"W. Wrzoskiewicz,476333043,17.083,,-2,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,4.5,5.5,5.5,-1,-1,-1,4,5,-1,-1,-----,Polska,04.05.2023"
"Daniel Baranski,319647533,17.015,U,233,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,2,3,3,-1.0,-1.0,-1.0,2.0,3.0,3.0,29.06.2023 pomocnik (90'),Polska,05.07.2023"
"Eugeniusz Filuc,326248405,16.098,,105,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,-1,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,22.06.2023 napastnik (90'),Polska,05.07.2023"
"J. Janikowski,476708506,17.111,,-2,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,3,4.5,4,-1.0,-1.0,-1.0,3.0,4.0,5.0,-----,Polska,31.05.2023"
"Jaroslaw Ryt,319647527,17.047,U,233,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,2.5,2.5,3,-1,-1.0,-1.0,2.5,2.5,5.0,3.0,29.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Jozef Kadula,319647520,17.043,Q,233,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,1,-1,2,-1,-1,-1,1.0,-1.0,2.0,-1.0,-1.0,-1.0,29.06.2023 bramkarz (90'),Polska,05.07.2023"
"L. Sarad,476799244,17.101,,-2,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,-1,3.5,4,-1,-1.0,-1.0,-1.0,3.0,5.0,4.0,-----,Polska,20.06.2023"
"Leonid Galeja,319647532,17.031,,233,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,2,3,2.5,-1.0,-1.0,-1.0,2.0,3.0,2.0,29.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Mateusz Kajda,319647534,17.021,,233,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,2.5,3,4,-1.0,-1.0,-1.0,2.5,3.0,4.0,29.06.2023 pomocnik (90'),Polska,05.07.2023"
"Miroslaw Wandtke,319647522,17.042,,233,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,2.5,2.5,-1,-1,-1,-1.0,2.5,5.0,-1.0,-1.0,-1.0,29.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"P. Figoluszka,477306487,17.089,,-2,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,-----,Polska,20.06.2023"
"P. Spiegowski,475980078,18.084,,-2,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,1.5,-1,3.5,-1,-1,-1,1,5,-1,3,5,-----,Polska,04.05.2023"
"Rafal Kosiba,477645847,17.071,T-1,-1,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,2,2,-1,-1,-1.0,-1.0,2.0,2.0,-1.0,-1.0,-----,Polska,05.07.2023"
"Wladyslaw Chrobot,319647523,17.066,,233,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,2,2.5,-1,-1,-1,-1.0,2.0,2.0,5.0,-1.0,-1.0,29.06.2023 stoper (90'),Polska,05.07.2023"
"Wlodzimierz Gospodarek,323245256,17.057,T,87,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,3.5,4.5,6.5,-1.0,-1.0,-1.0,3.5,4.5,6.5,29.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Ambrozy Witt,315014557,17.088,U,289,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,1.5,4,-1,5.5,5.5,-1,1.5,5.0,-1.0,5.5,5.0,5.0,05.07.2023 stoper (90'),Polska,05.07.2023"
"Andrzej Wojtasik,316332336,18.024,,232,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,-1,-1,4.5,6,5,-1.0,-1.0,-1.0,4.5,6.0,5.0,05.07.2023 pomocnik (90'),Polska,05.07.2023"
"Artur Klebowski,325993456,16.057,T,84,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,05.07.2023 napastnik (90'),Polska,05.07.2023"
"Giedymin Wiktorowicz,314393361,19.016,H,318,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,-1,-1,4,4,-1,-1.0,-1.0,-1.0,4.0,4.0,-1.0,14.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Joachim Sowik,312247356,18.092,,353,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,2,4,4,-1,-1,7,2.0,3.0,5.0,-1.0,-1.0,7.0,05.07.2023 bramkarz (90'),Polska,05.07.2023"
"Lukasz Charzewski,315520553,18.086,,293,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,3,2.5,3.5,-1,-1.0,-1.0,3.0,2.5,3.5,-1.0,05.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Marcin Kadlubowski,312558322,18.056,,323,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,4,4.5,4.5,-1,4,-1.0,4.0,4.5,-1.0,-1.0,-1.0,05.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Mateusz Diduch,314701353,18.079,Q,274,WC 36,26,World Cup - Round II  Matchday 1,05/07/2024,88,6,-1,4.5,4,5,5,-1,-1.0,4.5,4.0,4.5,5.0,-1.0,05.07.2023 stoper (90'),Polska,05.07.2023"
"Miroslaw Siedlaczek,316184366,18.008,P,237,WC 37,,Final,,,,-1,4,-1,3.5,4.5,3.5,-1.0,4.0,-1.0,3.5,4.5,3.5,05.07.2023 pomocnik (90'),Polska,05.07.2023"
"Otto Czapka,317367726,18.036,U,262,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,-1,-1,5,5.5,5.5,-1.0,-1.0,-1.0,5.0,5.5,5.5,05.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Przemyslaw Grzelinski,307829211,19.040,,377,WC 36,14,Continental Championship - Semifinals,22/04/2024,87,12,5,-1,-1,1.5,-1,-1,4.5,5.0,-1.0,1.5,1.0,5.0,24.05.2023 bramkarz (90'),Polska,05.07.2023"
"Rafal Orczykowski,308606859,19.041,P,332,WC 36,14,Continental Championship - Semifinals,22/04/2024,87,12,-1,4,5,-1,6,-1,-1.0,-1.0,5.0,-1.0,5.5,5.0,24.05.2023 boczny_obronca (90'),Polska,05.07.2023"
"Szymon Rycyniak,313927731,19.006,,311,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,4.5,4.5,4,4,6,-1.0,4.5,4.5,3.0,5.0,-1.0,28.06.2023 stoper (90'),Polska,05.07.2023"
"Tomasz Szenberg,310649154,19.000,H,362,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,2,3.5,-1,-1,-1,4.5,2.0,3.5,5.0,-1.0,-1.0,-1.0,28.06.2023 bramkarz (90'),Polska,05.07.2023"
"Wojciech Osmulski,315950880,18.067,H,267,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,-1,-1,2,3,5.5,-1.0,-1.0,-1.0,2.0,3.0,5.5,05.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Zenon Garbiec,313475885,19.019,,282,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,2,5.5,5.5,5,-1,6,-1.0,5.5,5.5,5.0,-1.0,-1.0,14.06.2023 stoper (90'),Polska,05.07.2023"
"Aleksander Poskrobko,324969814,17.046,,136,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,4.5,5,4,4.5,-1,-1.0,4.5,5.0,5.0,4.5,4.0,05.07.2023 pomocnik (90'),Polska,05.07.2023"
"Boleslaw Granek,325312960,16.046,,108,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,3.5,3.5,-1,4,-1,-1.0,3.5,5.0,3.0,5.0,-1.0,18.05.2023 skrzydlowy (90'),Polska,05.07.2023"
"Edward Pawlusinski,477654590,17.094,Q,-1,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,3.5,5,4,-1.0,-1.0,-1.0,3.0,5.0,4.0,-----,Polska,05.07.2023"
