
"Ferdynand Olstowski,317401408,18.023,,152,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,4,5,5,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,30.04.2023 pomocnik (90'),Polska,05.05.2023"
"Ireneusz Swidwa,318906599,17.006,,20,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,30.04.2023 skrzydlowy (90'),Polska,05.05.2023"
"Janusz Denis,322473087,17.044,,104,WC 37,2,Friendly,27/09/2024,89,2,-1,4,4,4.5,5,4,-1.0,4.0,-1.0,4.5,-1.0,-1.0,30.04.2023 pomocnik (90'),Polska,05.05.2023"
"Jedrzej Wichlacz,314102483,18.051,T,250,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,5.5,5.5,2.5,4.5,-1,-1.0,-1.0,5.5,-1.0,4.5,-1.0,30.04.2023 boczny_obronca (90'),Polska,05.05.2023"
"Krzysztof Chaja,321795685,17.009,,80,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,4,4.5,5.5,4.5,-1,-1.0,4.0,-1.0,5.5,-1.0,-1.0,30.04.2023 pomocnik (90'),Polska,05.05.2023"
"Lech Adas,321492929,17.069,U,122,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,4,-1,3.5,-1,4.5,-1.0,4.0,-1.0,3.5,-1.0,4.5,29.01.2023 napastnik (90'),Polska,05.05.2023"
"Manfred Mazur,322283849,16.065,H,85,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,5,4.5,-1,-1,4,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,30.04.2023 napastnik (90'),Polska,05.05.2023"
"Patryk Bakowski,323097062,16.039,,74,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,3,-1,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,26.03.2023 boczny_obronca (90'),Polska,05.05.2023"
"Walerian Tyrna,318062311,17.003,,164,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,1.5,-1,3.5,4,-1,4,1.5,-1.0,-1.0,-1.0,-1.0,4.0,30.04.2023 napastnik (90'),Polska,05.05.2023"
"Aleks Rebecki,283361413,22.110,,703,WC 36,,Final,,,,1.5,4.5,4.5,4.5,-1,-1,1.5,-1.0,-1.0,4.0,-1.0,-1.0,11.02.2022 bramkarz (90'),Polska,05.05.2023"
"Arkadiusz Kedzierski,291996410,21.018,U,597,WC 36,,Final,,,,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.07.2022 napastnik (0'),Polska,05.05.2023"
"Aureliusz Witczynski,294926759,21.079,P,574,WC 36,,Final,,,,1,2,3,3,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,01.07.2022 boczny_obronca (0'),Polska,05.05.2023"
"Bartlomiej Rycko,284160594,22.075,,708,WC 36,,Final,,,,-1,3,-1,3.5,4.5,5,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,18.03.2022 pomocnik (90'),Polska,05.05.2023"
"Dorian Ladniak,289531314,22.067,H,666,WC 36,,Final,,,,-1,-1,5,-1,4.5,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,25.03.2022 boczny_obronca (90'),Polska,05.05.2023"
"Franciszek Oleksiewicz,287898623,22.056,S,671,WC 36,,Final,,,,-1,2,2.5,-1,3,-1,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,01.04.2022 boczny_obronca (90'),Polska,05.05.2023"
"Hannes Jaksch,288187202,21.082,,696,WC 36,,Final,,,,-1,4,4.5,3.5,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,01.07.2022 stoper (0'),Polska,05.05.2023"
"Kazimierz Solorz,309857828,18.048,,281,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.05.2023"
"Krzysztof Szwed,299934218,20.077,,429,WC 36,,Final,,,,-1,3,-1,3.5,4,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.05.2023"
"Patryk Korytowski,290547115,21.014,,538,WC 36,,Final,,,,1.5,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.07.2022 bramkarz (0'),Polska,05.05.2023"
"Stanislaw Graca,286573476,22.005,P,629,WC 36,,Final,,,,-1,4,-1,-1,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,01.04.2022 stoper (90'),Polska,05.05.2023"
"Stanislaw Pindel,291824281,21.011,,636,WC 36,,Final,,,,-1,-1,-1,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.05.2023"
"Andrzej Zuzanski,316142386,17.053,,74,WC 37,1,Friendly,20/09/2024,89,1,1,-1,-1,-1,-1,8,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,05.05.2023 napastnik (90'),Polska,05.05.2023"
"Bernard Chrzaszcz,325882890,16.087,,51,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,-1,-1,8,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,05.05.2023 napastnik (69'),Polska,05.05.2023"
"Dorian Pustula,321899333,16.048,,93,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,4.5,-1,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,05.05.2023 stoper (90'),Polska,05.05.2023"
"Feliks Rembiszewski,323096541,16.067,H,45,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,05.05.2023 skrzydlowy (52'),Polska,05.05.2023"
"Jonatan Poliwoda,325700512,17.045,,59,WC 37,2,Friendly,27/09/2024,89,2,5,-1,-1,-1,-1,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,05.05.2023 bramkarz (90'),Polska,05.05.2023"
"Krzysztof Karolak,325778446,16.099,,66,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,05.05.2023 stoper (90'),Polska,05.05.2023"
"Lukasz Morga,326969341,16.009,,36,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,05.05.2023 pomocnik (90'),Polska,05.05.2023"
"Patryk Dworzak,322078972,16.102,,115,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,-1,7.5,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,05.05.2023 skrzydlowy (57'),Polska,05.05.2023"
"Robert Chmielarz,313785964,17.064,,173,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,-1,-1,-1,-1,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,05.05.2023 napastnik (21'),Polska,05.05.2023"
