"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update"
"Oskar Sekiel,325086235,16.094,,88,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,5.5,4.5,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,30.05.2023 stoper (90'),Polska,01.06.2023"
"Pawel Schneider,317306860,17.054,H,186,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,6.5,5,-1,-1.0,-1.0,-1.0,6.0,5.0,-1.0,30.05.2023 pomocnik (90'),Polska,01.06.2023"
"Przemyslaw Pelczar,316332189,18.033,,220,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,6,-1,-1,-1,-1,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,30.05.2023 stoper (90'),Polska,01.06.2023"
"Walter Lukaszewski,311590655,18.054,,298,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,6,4.5,7,-1,-1.0,-1.0,5.0,-1.0,5.5,-1.0,30.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Zenon Bryzga,309885096,18.081,,319,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,4.5,4,-1,6,-1,-1.0,3.5,-1.0,-1.0,5.0,-1.0,09.05.2023 stoper (59'),Polska,01.06.2023"
"Adam Cmok,267309434,26.020,,1102,WC 36,,Final,,,,1,-1,-1,4,3,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,13.03.2021 pomocnik (90'),Polska,01.06.2023"
"Aleks Zmijowski,267309430,24.104,H,1102,WC 36,,Final,,,,-1,-1,2,3,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.07.2021 bramkarz (0'),Polska,01.06.2023"
"Arkadiusz Nogala,267309433,25.047,,1102,WC 36,,Final,,,,-1,4.5,4,4.5,3.5,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,05.06.2021 boczny_obronca (0'),Polska,01.06.2023"
"August Wyderka,267309437,24.107,,1102,WC 36,,Final,,,,-1,2,-1,-1,1.5,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.07.2021 boczny_obronca (0'),Polska,01.06.2023"
"Bartlomiej Golebiewski,267309432,26.068,T,1102,WC 36,,Final,,,,-1,3,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,23.01.2021 pomocnik (90'),Polska,01.06.2023"
"Dariusz Wiech,267309428,25.103,,1102,WC 36,,Final,,,,-1,2.5,2.5,-1,3,-1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,20.03.2021 stoper (90'),Polska,01.06.2023"
"Hektor Zabowski,267309440,26.078,,1102,WC 36,,Final,,,,-1,-1,2.5,1.5,-1,-1,-1.0,-1.0,2.5,1.5,-1.0,-1.0,13.06.2020 boczny_obronca (90'),Polska,01.06.2023"
"Jan Polakowski,267309435,25.017,,1102,WC 36,,Final,,,,-1,1.5,-1,2.5,3.5,4,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,26.06.2021 boczny_obronca (0'),Polska,01.06.2023"
"Kazimierz Gwozdziowski,267309436,25.013,Q,1102,WC 36,,Final,,,,-1,-1,-1,2.5,2.5,2,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,26.06.2021 stoper (0'),Polska,01.06.2023"
"Leszek Zydron,267309438,25.052,,1102,WC 36,,Final,,,,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,05.06.2021 skrzydlowy (0'),Polska,01.06.2023"
"Marcin Kreft,267309426,26.015,,1102,WC 36,,Final,,,,1,-1,-1,-1,-1,4.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.03.2021 bramkarz (90'),Polska,01.06.2023"
"Mateusz Bendowski,267309431,26.040,H,1102,WC 36,,Final,,,,-1,-1,-1,-1,3.5,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,20.02.2021 skrzydlowy (90'),Polska,01.06.2023"
"Piotr Zukowski,267309427,26.013,P,1102,WC 36,,Final,,,,-1,-1,3,-1,-1,2.5,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,20.03.2021 boczny_obronca (90'),Polska,01.06.2023"
"Tomasz Wyrwicz,267309429,26.017,,1102,WC 36,,Final,,,,-1,1.5,-1,-1,-1,2,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,20.03.2021 stoper (90'),Polska,01.06.2023"
"Zdzislaw Wilczarski,267309439,25.003,,1102,WC 36,,Final,,,,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.07.2021 stoper (0'),Polska,01.06.2023"
"Adrian Szerenos,319210914,17.061,,195,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,28.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Antoni Danis,318975592,17.014,,211,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,1.5,-1,2,3,-1,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,28.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Artur Chwastyk,318975596,17.070,,211,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,1.5,-1,4,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,07.05.2023 napastnik (90'),Polska,01.06.2023"
"Boguslaw Trynda,318975587,17.063,H,211,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,1.5,-1,3.5,-1,-1,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,01.06.2023"
"Cezary Bartyla,318975591,16.107,,211,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,2,-1,2.5,3,-1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,05.03.2023 stoper (90'),Polska,01.06.2023"
"Erhard Sabik,318975599,17.037,P,211,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,3,3,-1,-1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Florian Wieclaw,318975593,17.028,,211,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,3,2.5,-1,-1,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Fryderyk Konopko,321652876,17.052,P,108,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,01.06.2023"
"Jan Rusek,318975594,17.055,,211,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,2.5,3.5,-1,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Jerzy Boczkowski,318975597,17.078,H,211,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,-1,-1,4,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,28.05.2023 napastnik (90'),Polska,01.06.2023"
"Karol Jakimowicz,318181776,17.033,,178,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,01.06.2023"
"Krzysztof Dalewski,318975595,17.025,P,211,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,2,-1,-1,-1,4,-1.0,1.5,-1.0,-1.0,-1.0,4.0,21.05.2023 stoper (90'),Polska,01.06.2023"
"Ludwik Ciotucha,325928550,16.010,U,89,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,28.05.2023 napastnik (90'),Polska,01.06.2023"
"Lukasz Jadwiszczok,323684414,16.070,,83,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,01.06.2023"
"Maciej Peczkowski,318975586,17.033,,211,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,0.5,-1,-1,-1,-1,-1,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,06.11.2022 bramkarz (90'),Polska,01.06.2023"
"Ryszard Koprowicz,319189802,18.033,,193,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,01.06.2023"
"Zbigniew Korczak,315370767,18.074,,206,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,01.06.2023"
"Andrzej Tatar,323683865,16.100,P,125,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,3.5,5,5.5,6,4,-1.0,-1.0,5.0,5.5,-1.0,-1.0,30.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Antoni Sominka,324682710,17.032,,58,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,3.5,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,20.04.2023 bramkarz (90'),Polska,01.06.2023"
"Bronislaw Gluc,321050311,16.093,,144,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,30.05.2023 pomocnik (90'),Polska,01.06.2023"
"Cyprian Krezelok,322429198,17.022,,51,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,2,-1,-1,4.5,-1,-1.0,2.0,-1.0,-1.0,4.5,-1.0,30.05.2023 stoper (90'),Polska,01.06.2023"
"Damian Gajdek,315519522,17.078,T,213,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,5,4,-1,-1.0,-1.0,-1.0,5.0,4.0,-1.0,30.05.2023 pomocnik (90'),Polska,01.06.2023"
"Feliks Butkiewicz,309832888,18.105,H,324,WC 36,17,World Cup - Round I  Matchday 2,06/05/2024,87,14,-1,5.5,6,-1,-1,5,-1.0,5.5,6.0,-1.0,-1.0,-1.0,30.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Jacek Lakomski,313099032,18.077,Q,252,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,5,5,-1,-1,-1,-1.0,5.0,5.0,-1.0,-1.0,-1.0,30.05.2023 stoper (90'),Polska,01.06.2023"
"Jakub Leski,318373612,17.012,,116,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,4.5,-1,5,-1,3.5,-1.0,4.5,-1.0,-1.0,-1.0,3.5,30.05.2023 napastnik (90'),Polska,01.06.2023"
"Przemyslaw Szulfer,321410776,16.101,,154,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,5.5,2.5,2,-1,-1,-1,5.5,-1.0,2.0,-1.0,-1.0,-1.0,30.05.2023 bramkarz (90'),Polska,01.06.2023"
"Radoslaw Krzystyniak,318404136,17.020,U,123,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,4.5,-1,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,28.04.2023 stoper (52'),Polska,01.06.2023"
"Samuel Iwanowski,316551527,17.079,,196,WC 37,1,Friendly,20/09/2024,89,1,-1,3,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,04.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Volodymyr Grunevuch,312653930,18.089,,206,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,-1,4.5,-1,5,-1.0,-1.0,-1.0,4.5,-1.0,4.0,30.05.2023 pomocnik (90'),Polska,01.06.2023"
"Wojciech Godek,309466579,18.068,,335,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,-1,5.5,4,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,30.05.2023 napastnik (90'),Polska,01.06.2023"
"Zbigniew Marciszewski,312810713,18.052,,241,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,2.5,-1,4.5,5,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,31.01.2023 stoper (90'),Polska,01.06.2023"
"Adam Piekielko,318002639,17.024,,66,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,4,-1,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Arkadiusz Moglicki,324514202,16.068,U,73,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,4.5,3.5,-1,6.5,-1.0,-1.0,4.5,3.5,-1.0,6.5,01.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Bronislaw Budych,318762771,17.018,,190,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,5,-1,-1,-1,-1,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,01.06.2023"
"Kamil Szkaluba,321653066,17.006,,158,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,6,-1,6,5.5,-1,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,01.06.2023"
"Ludwik Naskrent,315329394,18.006,,136,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,-1,5,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,26.03.2023 napastnik (90'),Polska,01.06.2023"
"Marek Karcz,321369988,16.081,,123,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,5,5.5,6.5,-1,-1,-1.0,5.0,5.5,-1.0,-1.0,-1.0,28.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Mateusz Lisewski,318269494,17.024,,94,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,2.5,-1,5,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,14.05.2023 napastnik (6'),Polska,01.06.2023"
"Mieczyslaw Koscielak,321291485,17.057,,80,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,21.05.2023 napastnik (90'),Polska,01.06.2023"
"Patryk Czerwinski,320064547,17.101,,150,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,6,-1,-1,-1,-1,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,01.06.2023"
"Slawomir Klaja,327221999,16.065,R,52,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,4,-1,4.5,-1,-1.0,-1.0,4.0,-1.0,4.5,-1.0,21.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Stanislaw Mosakowski,326433145,17.039,P,46,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Stanislaw Potoczna,313435598,17.100,,241,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,-1,-1,5.5,4,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,09.04.2023 pomocnik (90'),Polska,01.06.2023"
"Waldemar Kostka,321501963,17.021,P,108,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Wojmir Gosciniak,326248531,16.059,,59,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,28.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Z. Szupiluk,476373790,17.059,P,-2,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,5.5,5.5,6.5,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,-----,Polska,06.05.2023"
"Alfred Soczowka,324775222,15.110,,58,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,-1,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,30.05.2023 napastnik (90'),Polska,01.06.2023"
"Anastazy Dolegowski,324640226,17.090,,100,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,30.05.2023 pomocnik (90'),Polska,01.06.2023"
