"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update"
"Joachim Duczek,323555716,16.059,H,130,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,1.5,4.5,5,4,5,-1,1.5,4.5,5.0,4.0,5.0,-1.0,15.06.2023 stoper (90'),Polska,15.06.2023"
"Krystian Wasniowski,312506420,18.040,,291,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,4,4.5,7,6,5.5,-1.0,4.0,4.5,5.5,6.0,-1.0,15.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Mateusz Kleczynski,324085941,16.111,Q,116,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,2.5,2.5,5,-1,3,-1.0,2.5,-1.0,5.0,-1.0,3.0,15.06.2023 pomocnik (90'),Polska,15.06.2023"
"Michal Tusien,324641000,16.074,,109,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,2,-1,3.5,4,5.5,-1.0,2.0,-1.0,3.5,4.0,5.5,15.06.2023 stoper (90'),Polska,15.06.2023"
"Pawel Janaszek,321879534,16.107,U,151,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,6.5,6,6.5,4.5,-1.0,-1.0,6.5,6.0,6.5,4.5,15.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Piotr Faltyn,319634647,17.014,,95,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3.5,4,-1,4,5.5,-1.0,3.5,4.0,-1.0,4.0,5.5,08.06.2023 stoper (90'),Polska,15.06.2023"
"Radomir Namieta,316183484,17.098,,256,WC 37,,Final,,,,-1,4.5,-1,6,5,5.5,-1.0,4.5,-1.0,6.0,5.0,-1.0,15.06.2023 pomocnik (90'),Polska,15.06.2023"
"Stanislaw Marszalec,320653514,16.098,,186,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,3.5,4.5,5,6,-1.0,-1.0,3.5,4.5,5.0,5.5,09.05.2023 skrzydlowy (90'),Polska,15.06.2023"
"Achacjusz Podsiadly,304905110,19.050,Q,445,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,1,3,3.5,4,4.5,5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.04.2023 bramkarz (90'),Polska,15.06.2023"
"Aleksander Czopowiec,310118116,18.049,U,340,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,1.5,3,3,5.5,5.5,5.5,1.5,3.0,3.0,-1.0,-1.0,-1.0,12.06.2023 bramkarz (90'),Polska,15.06.2023"
"Aleksander Demarczyk,313512865,18.025,,305,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,5,5.5,4,5,3.5,-1.0,5.0,5.5,-1.0,-1.0,-1.0,12.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Artur Wyzykowski,318449890,17.020,P,228,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,5.5,5,6,5,6.5,-1.0,-1.0,-1.0,6.0,5.0,6.5,12.06.2023 pomocnik (90'),Polska,15.06.2023"
"Bartlomiej Sztandera,308582616,19.020,,361,WC 36,14,Continental Championship - Semifinals,22/04/2024,87,12,2,4,4.5,3.5,5.5,6,2.0,4.0,4.5,-1.0,-1.0,5.5,22.05.2023 bramkarz (90'),Polska,15.06.2023"
"Dietmar Freysleben,321928055,17.037,Q,158,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,5,5.5,5,-1,5,-1.0,5.0,5.5,-1.0,-1.0,5.0,12.06.2023 napastnik (90'),Polska,15.06.2023"
"Ernest Chudy,320520871,17.055,Q,172,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,5,5,5,4.5,4.5,-1.0,5.0,5.0,-1.0,-1.0,4.5,12.06.2023 napastnik (90'),Polska,15.06.2023"
"Jan Jarmula,315649413,18.003,,256,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,5,5.5,5,6,5,-1.0,5.0,5.5,-1.0,6.0,-1.0,12.06.2023 stoper (90'),Polska,15.06.2023"
"Krzysztof Bulski,316856690,17.066,T,242,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,4.5,6,5,6.5,6.5,-1.0,4.5,6.0,5.0,6.5,-1.0,12.06.2023 stoper (90'),Polska,15.06.2023"
"Marcin Malecha,318373302,17.087,,200,WC 37,2,Friendly,27/09/2024,89,2,-1,4.5,5,4,5.5,7,-1.0,-1.0,-1.0,4.0,5.5,-1.0,12.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Marek Piochowiak,326163416,17.053,,95,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,15.06.2023"
"Pawel Dziubdziela,318907277,17.016,U,221,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,6,6,4.5,5.5,4,-1.0,-1.0,-1.0,4.5,5.5,4.0,12.06.2023 pomocnik (90'),Polska,15.06.2023"
"Roman Pietkun,317280663,18.021,U,207,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,1,1,1.5,1.5,1.5,-1.0,-1.0,1.0,1.5,1.5,-1.0,12.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Roman Szalankiewicz,322429358,16.075,,137,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,5,2.5,2.5,1.5,-1,-1,5.0,2.5,2.5,-1.0,-1.0,-1.0,09.03.2023 bramkarz (90'),Polska,15.06.2023"
"Sebastian Golosz,319244325,17.008,H,193,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,5,4.5,5,5,3,-1.0,5.0,-1.0,-1.0,5.0,3.0,12.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Walery Kawalko,323299783,16.057,,130,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,4,5.5,-1,4,-1.0,-1.0,4.0,5.5,-1.0,4.0,09.03.2023 pomocnik (90'),Polska,15.06.2023"
"Zygmunt Kmiecinski,306561938,19.027,,389,WC 36,12,Continental Championship  Matchday 10,12/04/2024,87,10,4.5,3,4,1,-1,1,4.0,-1.0,3.5,-1.0,-1.0,-1.0,15.05.2023 bramkarz (90'),Polska,15.06.2023"
"Adam Gadzinski,316100871,18.028,,207,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,5.5,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,09.06.2023 pomocnik (90'),Polska,15.06.2023"
"Ferdynand Siwonia,322068610,16.071,Q,165,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,5.5,5.5,-1,-1,-1,-1.0,5.5,5.5,-1.0,-1.0,-1.0,13.06.2023 stoper (90'),Polska,15.06.2023"
"Henryk Polus,313527352,18.037,,277,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,4.5,5,4,5.5,-1,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,13.06.2023 stoper (90'),Polska,15.06.2023"
"Jan Raszke,313375567,19.011,,312,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,-1,4.5,-1,-1,6,8,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,30.05.2023 napastnik (90'),Polska,15.06.2023"
"J. Dziwis,476283185,17.052,Q,-2,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,6,6,4.5,-1,-1,-1.0,6.0,6.0,-1.0,-1.0,-1.0,-----,Polska,27.04.2023"
"Janusz Marusinski,318652584,17.064,U,200,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,5,5,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,10.04.2023 pomocnik (90'),Polska,15.06.2023"
"Ludwik Witkowicz,324498114,16.020,,123,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,4,5,7,5,-1.0,-1.0,-1.0,5.0,5.5,-1.0,13.06.2023 pomocnik (90'),Polska,15.06.2023"
"Maciej Chrulski,321653806,16.104,,102,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,6,-1,5,-1,-1.0,-1.0,6.0,-1.0,5.0,-1.0,13.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Mariusz Halama,324449834,16.066,,95,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,6,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,09.06.2023 bramkarz (46'),Polska,15.06.2023"
"Pawel Anyszewski,322649468,18.007,,137,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,4.5,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.03.2023 stoper (21'),Polska,15.06.2023"
"Remigiusz Soltysiak,319235160,17.110,,172,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,-1,-1,-1,-1,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,09.06.2023 napastnik (90'),Polska,15.06.2023"
"Roman Szalecki,326379740,16.062,H,88,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,13.06.2023 stoper (90'),Polska,15.06.2023"
"Taras Gaidash,313909622,18.012,,305,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,3.5,4,5.5,6.5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,13.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Zbigniew Badura,314102717,18.042,,298,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,6,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,13.06.2023 bramkarz (90'),Polska,15.06.2023"
"Feliks Mlynarczuk,316799136,19.004,,235,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,2,-1,4.5,4.5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,20.04.2023 stoper (68'),Polska,15.06.2023"
"Gordon Dragowski,319451130,17.031,,164,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,06.04.2023 pomocnik (90'),Polska,15.06.2023"
"Gromislaw Matejek,314551837,19.031,,263,WC 36,12,Continental Championship  Matchday 10,12/04/2024,87,10,-1,4.5,-1,6.5,5.5,-1,-1.0,4.0,-1.0,-1.0,5.5,-1.0,30.03.2023 stoper (90'),Polska,15.06.2023"
"Gustaw Borowicz,320262752,16.097,,81,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,5.5,5.5,6,-1.0,-1.0,-1.0,5.5,5.5,6.0,15.06.2023 napastnik (90'),Polska,15.06.2023"
"Jacek Zacharczyk,311513626,19.028,,326,WC 36,12,Continental Championship  Matchday 10,12/04/2024,87,10,-1,-1,4,5.5,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,09.05.2023 napastnik (90'),Polska,15.06.2023"
"J. Kowcz,476481924,17.040,,-2,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,5,5.5,-1,5,-1,-1.0,-1.0,5.5,-1.0,-1.0,-1.0,-----,Polska,15.05.2023"
"J. Ciosek,476757712,17.016,,-2,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,5.5,-1,6.5,-1,-1,-1.0,5.5,-1.0,6.5,-1.0,-1.0,-----,Polska,01.06.2023"
"Leslaw Kanownik,326433531,16.023,Q,67,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,2,-1,5,-1,-1,-1.0,2.0,-1.0,5.0,-1.0,-1.0,15.06.2023 pomocnik (90'),Polska,15.06.2023"
"Mateusz Dunat,319093567,18.017,T,136,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,-1,6,-1,3.5,-1,-1,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,18.05.2023 stoper (90'),Polska,15.06.2023"
"Mieczyslaw Niedzwiecki,321879212,16.067,,95,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,3.5,-1,3,5,-1,-1.0,-1.0,-1.0,3.0,5.0,-1.0,15.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Roman Dega,327378143,16.043,H,74,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,4,-1,-1,-1,6,-1.0,4.0,-1.0,-1.0,-1.0,6.0,15.06.2023 napastnik (90'),Polska,15.06.2023"
"Slawomir Jaruga,313574427,18.017,P,214,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,-1,-1,-1,3.5,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,11.05.2023 napastnik (90'),Polska,15.06.2023"
"Tomasz Gwizdak,325138331,16.086,Q,102,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,3.5,5.5,-1,-1,-1,-1.0,-1.0,5.5,-1.0,-1.0,-1.0,15.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Waldemar Trzymala,315496364,17.070,Q,277,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,2,-1,5,-1,-1,-1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.06.2023 bramkarz (90'),Polska,15.06.2023"
"Andrzej Namiotko,320669856,16.090,,157,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,5.5,-1,-1,-1,3,-1.0,5.5,-1.0,-1.0,-1.0,3.0,08.06.2023 napastnik (90'),Polska,15.06.2023"
"August Duda,317303679,18.036,,207,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,4.5,5.5,5,-1,5,-1.0,-1.0,5.5,5.0,-1.0,5.0,08.06.2023 pomocnik (90'),Polska,15.06.2023"
"Blazej Kupka,316001880,18.082,,255,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,2.5,4.5,-1,6,-1.0,-1.0,2.5,4.5,-1.0,6.0,08.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Czeslaw Pyl,319214162,18.007,U,213,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,-1,-1,3,5.5,3.5,-1.0,-1.0,-1.0,-1.0,4.5,3.5,08.06.2023 napastnik (90'),Polska,15.06.2023"
"Damian Libecki,318860211,18.066,Q,186,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,6.5,-1,3.5,-1.0,-1.0,-1.0,6.5,-1.0,3.5,08.06.2023 pomocnik (90'),Polska,15.06.2023"
"Jan Wachowski,326708741,16.038,U,88,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,7,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,01.06.2023 stoper (46'),Polska,15.06.2023"
"Joachim Tyrka,325319048,16.084,,88,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,01.06.2023 pomocnik (90'),Polska,15.06.2023"
"Juliusz Pastor,324661234,16.024,,80,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,3.5,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,01.06.2023 bramkarz (90'),Polska,15.06.2023"
"Konstanty Nierychlo,318955222,18.019,,142,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,-1,-1,-1,5.5,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,08.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Krzysztof Tonderys,313506125,17.095,,304,WC 37,1,Friendly,20/09/2024,89,1,-1,1.5,2,2.5,3.5,8.5,-1.0,1.5,-1.0,-1.0,3.5,6.5,08.06.2023 stoper (90'),Polska,15.06.2023"
"Kuba Noskowiak,310345211,18.068,U,200,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,1.5,2.5,-1,-1,3,6,1.5,2.5,-1.0,-1.0,-1.0,6.0,08.06.2023 bramkarz (90'),Polska,15.06.2023"
"Mateusz Magierowski,312277589,18.004,,332,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,2,3.5,4.5,-1,4.5,-1.0,2.0,3.5,-1.0,-1.0,4.5,08.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Waldemar Koczkodaj,324492901,16.037,,108,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,01.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Wladyslaw Sliwowski,316235981,17.110,,248,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,-1,6.5,-1,5.5,-1,-1.0,-1.0,5.5,-1.0,5.5,-1.0,08.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Jacek Pacer,305970036,19.002,T,347,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,5,6,6,5,-1,-1.0,5.0,-1.0,6.0,-1.0,-1.0,09.06.2023 stoper (90'),Polska,15.06.2023"
"Marek Nykaza,313353493,18.109,,263,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,-1,3.5,-1,4.5,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,14.06.2023 napastnik (90'),Polska,15.06.2023"
"Slawomir Cegielka,308613738,18.103,,403,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,-1,2.5,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,14.06.2023 napastnik (90'),Polska,15.06.2023"
"Andrzej Parol,318813654,17.074,,144,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,3,4.5,5,-1,-1.0,-1.0,3.0,4.5,5.0,-1.0,14.06.2023 pomocnik (90'),Polska,15.06.2023"
"Bronislaw Prokopowicz,318807254,18.096,,228,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,-1,-1,3.5,6.5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,14.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Franciszek Madecki,317713928,18.058,,221,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,-1,-1,3,6,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,14.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Konrad Cichosz,319792477,18.012,,193,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,2.5,3,5,5,-1,-1.0,2.5,3.0,-1.0,-1.0,-1.0,20.02.2023 pomocnik (13'),Polska,15.06.2023"
"Kordian Cukrowski,324092226,17.004,,95,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,3,-1,4.5,-1.0,-1.0,-1.0,3.0,-1.0,4.5,23.03.2023 napastnik (90'),Polska,15.06.2023"
"Maciej Piontke,324498947,16.027,Q,67,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,-1,3,6,-1,6,-1.0,-1.0,3.0,6.0,-1.0,6.0,14.06.2023 pomocnik (90'),Polska,15.06.2023"
"Marcin Bajur,307170200,18.106,,388,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,14.06.2023 bramkarz (90'),Polska,15.06.2023"
"Mateusz Ludwicki,315550931,18.072,T,200,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,-1,6.5,6,4,-1,-1,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,14.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Miroslaw Szlage,322429100,17.053,,151,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,4,4.5,4.5,-1,-1,-1.0,-1.0,4.5,4.5,-1.0,-1.0,14.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Radoslaw Jugo,321624587,17.029,T,81,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,-1,4,5.5,-1.0,-1.0,-1.0,-1.0,4.0,5.5,04.05.2023 skrzydlowy (90'),Polska,15.06.2023"
"Wlodzimierz Jasinowski,320031421,16.105,T,207,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,17.05.2023 pomocnik (90'),Polska,15.06.2023"
"Dawid Apostel,327861479,15.099,,73,WC 38,,Final,,,,0.5,2.5,3.5,-1,4.5,6,0.5,-1.0,-1.0,-1.0,-1.0,4.5,09.06.2023 boczny_obronca (46'),Polska,15.06.2023"
"Edward Gnieciak,327053647,16.037,H,67,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,4,4,3,-1,3.5,-1.0,4.0,4.0,3.0,-1.0,3.5,09.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Jan Pikus,326564662,17.008,,73,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,4,4,4.5,-1,7,-1.0,4.0,4.0,4.5,-1.0,5.5,09.06.2023 napastnik (90'),Polska,15.06.2023"
"Janusz Bilski,327861488,17.002,,73,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,2,2.5,2.5,3,-1,-1.0,-1.0,2.5,-1.0,3.0,-1.0,02.06.2023 stoper (44'),Polska,15.06.2023"
"Kamil Pieciul,327861490,16.089,,73,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,4.5,5,3,4,-1,-1.0,-1.0,-1.0,2.5,3.5,-1.0,09.06.2023 skrzydlowy (44'),Polska,15.06.2023"
"Konrad Jedrzejko,327861483,16.100,,73,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,3,3.5,2.5,4,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,09.06.2023 boczny_obronca (44'),Polska,15.06.2023"
"Mariusz Zywica,327861485,16.023,Q,73,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,2,-1,4,-1,3.5,-1.0,2.0,-1.0,4.0,-1.0,3.5,09.06.2023 pomocnik (90'),Polska,15.06.2023"
"Pawel Wyrwinski,327861489,16.051,,73,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,1,3.5,-1,4.5,-1,4.5,1.0,-1.0,-1.0,3.5,-1.0,4.5,02.06.2023 stoper (46'),Polska,15.06.2023"
"Przemyslaw Kwarciany,327861493,16.026,,73,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,2,3.5,4,5,5,-1.0,-1.0,-1.0,3.0,3.5,5.0,09.06.2023 skrzydlowy (46'),Polska,15.06.2023"
"Slawomir Mandera,327861486,16.046,,73,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,1.5,-1,-1,1.5,1.5,-1,-1.0,-1.0,-1.0,1.5,1.5,-1.0,28.04.2023 bramkarz (10'),Polska,15.06.2023"
"Tomasz Mulewski,327861487,15.101,,73,WC 38,,Final,,,,-1,1,2,3.5,4,4.5,-1.0,1.0,2.0,-1.0,-1.0,3.5,26.05.2023 stoper (90'),Polska,15.06.2023"
"Walenty Grodecki,327861484,16.051,T,73,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,-1,2,3,-1,5.5,-1.0,-1.0,2.0,2.5,-1.0,5.0,09.06.2023 napastnik (90'),Polska,15.06.2023"
"Andrzej Rzadkosz,320064582,17.085,,95,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,20.05.2023 napastnik (29'),Polska,15.06.2023"
"Bonawentura Matczuk,322882677,16.098,,123,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,3,-1,-1,-1,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,27.05.2023 boczny_obronca (90'),Polska,15.06.2023"
"Cezary Olichwer,323751316,16.042,,102,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,4.5,-1,4,-1.0,-1.0,-1.0,4.5,-1.0,4.0,10.06.2023 pomocnik (90'),Polska,15.06.2023"
"Marek Derdak,323346297,17.066,,81,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,-1,5.5,5.5,-1.0,-1.0,-1.0,-1.0,4.5,4.5,10.06.2023 napastnik (90'),Polska,15.06.2023"
"Mateusz Lubik,317588497,17.069,Q,88,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,10.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Piotr Sumiasty,323782885,16.070,H,67,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,-1,2.5,3,-1.0,-1.0,-1.0,-1.0,2.5,3.0,22.04.2023 skrzydlowy (90'),Polska,15.06.2023"
"Stanislaw Grymuzga,321021342,17.084,,116,WC 37,2,Friendly,27/09/2024,89,2,2,-1,-1,-1,-1,-1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.06.2023 bramkarz (90'),Polska,15.06.2023"
"Stanislaw Majocha,321750686,17.016,,-1,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,5,4.5,3.5,-1.0,-1.0,-1.0,5.0,4.5,3.5,-----,Polska,15.06.2023"
"Stanislaw Michas,324092189,16.048,U,74,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,-1,5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,10.06.2023 boczny_obronca (90'),Polska,15.06.2023"
"Szymon Nowik,321432765,17.111,,151,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,1.5,-1,2.5,-1,-1,-1,1.5,-1.0,2.5,-1.0,-1.0,-1.0,01.04.2023 boczny_obronca (90'),Polska,15.06.2023"
"Wojciech Niziurski,324570583,16.082,,108,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,4,-1,6.5,-1.0,-1.0,-1.0,4.0,-1.0,6.5,10.06.2023 pomocnik (90'),Polska,15.06.2023"
"Adam Jama,326571089,16.047,,88,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,2.5,3.5,4.5,5.5,5,-1.0,2.5,3.5,4.5,5.5,5.0,11.06.2023 skrzydlowy (90'),Polska,15.06.2023"
"Barnaba Karwasz,323358140,16.046,,116,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,2,-1,4,-1,3,-1.0,2.0,-1.0,4.0,-1.0,3.0,01.06.2023 pomocnik (90'),Polska,15.06.2023"
"Igor Rydzik,322886258,16.084,,144,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,5.5,3,2,-1,1.5,1,-1.0,3.0,2.0,-1.0,1.5,0.5,11.06.2023 napastnik (42'),Polska,15.06.2023"
