"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update"
"Leszek Zorawik,320489392,17.063,P,177,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4,4,4,4,-1,-1.0,4.0,4.0,-1.0,-1.0,-1.0,01.07.2023 stoper (90'),Polska,04.07.2023"
"Lukasz Kurecki,323056296,18.012,,165,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,4,-1,6,-1,-1,-1.0,4.0,-1.0,5.5,-1.0,-1.0,01.07.2023 stoper (90'),Polska,04.07.2023"
"Romuald Sierek,326195365,16.048,Q,93,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,-1,-1,-1,4.5,3.5,-1.0,-1.0,-1.0,-1.0,4.5,3.5,17.06.2023 skrzydlowy (90'),Polska,04.07.2023"
"Tomasz Bieniuk,318003214,18.002,U,247,WC 37,1,Friendly,20/09/2024,89,1,-1,4,-1,5.5,5.5,-1,-1.0,-1.0,-1.0,5.0,5.5,-1.0,01.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Tomasz Bieniuk,327160612,17.033,Q,100,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,3,4,5.5,-1.0,-1.0,-1.0,3.0,4.0,5.5,01.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Tomasz Dickman,317227307,17.110,H,121,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,25.03.2023 skrzydlowy (90'),Polska,04.07.2023"
"Andrzej Sykulski,288215924,22.028,,771,WC 36,,Final,,,,-1,-1,2.5,2.5,2.5,3.5,-1.0,-1.0,-1.0,2.5,2.5,-1.0,27.05.2022 skrzydlowy (90'),Polska,04.07.2023"
"Antoni Starzyk,288215929,21.111,,771,WC 36,,Final,,,,-1,3.5,4.5,2,-1,3,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,27.05.2022 boczny_obronca (58'),Polska,04.07.2023"
"Artur Burdzel,287942810,22.083,,687,WC 36,,Final,,,,2,-1,-1,-1,-1,-1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,06.05.2022 bramkarz (90'),Polska,04.07.2023"
"Boleslaw Mituta,285365579,23.036,,744,WC 36,,Final,,,,-1,2,2.5,3,-1,4.5,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,04.03.2022 pomocnik (90'),Polska,04.07.2023"
"Dariusz Kopacki,288215930,22.011,,771,WC 36,,Final,,,,-1,3,3.5,5,4,5,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,27.05.2022 pomocnik (90'),Polska,04.07.2023"
"Dawid Podbielski,288215926,23.049,,771,WC 36,,Final,,,,-1,2.5,3,4,4,4,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,18.02.2022 boczny_obronca (90'),Polska,04.07.2023"
"Jaroslaw Baranowicz,290731323,22.064,,692,WC 36,,Final,,,,-1,3.5,3.5,-1,-1,-1,-1.0,3.5,3.5,-1.0,-1.0,-1.0,27.05.2022 boczny_obronca (90'),Polska,04.07.2023"
"Jaroslaw Strabel,288215932,21.100,P,771,WC 36,,Final,,,,1.5,3.5,-1,3.5,3,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,27.05.2022 pomocnik (90'),Polska,04.07.2023"
"Jozef Bekas,288190247,22.067,U,771,WC 36,,Final,,,,-1,-1,5,4,5.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,20.05.2022 skrzydlowy (90'),Polska,04.07.2023"
"Klaudiusz Dakowski,288215922,21.108,,771,WC 36,,Final,,,,-1,2.5,-1,4,4.5,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,27.05.2022 stoper (90'),Polska,04.07.2023"
"Krystian Zys,288215931,22.037,,771,WC 36,,Final,,,,0.5,2.5,3,5,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,27.05.2022 napastnik (90'),Polska,04.07.2023"
"Marek Stebel,288127587,23.004,,765,WC 36,,Final,,,,-1,3,-1,6,7.5,-1,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,01.04.2022 skrzydlowy (90'),Polska,04.07.2023"
"Mateusz Tuszynski,288795092,22.066,,708,WC 36,,Final,,,,2,3,3.5,3,3.5,-1,2.0,-1.0,3.5,-1.0,-1.0,-1.0,27.05.2022 bramkarz (90'),Polska,04.07.2023"
"Miroslaw Mnich,288215934,22.106,Q,771,WC 36,,Final,,,,-1,3.5,4,2,3.5,5,-1.0,3.5,4.0,-1.0,-1.0,4.5,14.08.2021 boczny_obronca (90'),Polska,04.07.2023"
"Olgierd Szopa,288217502,23.012,,730,WC 36,,Final,,,,3,-1,-1,-1,-1,-1,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.03.2022 bramkarz (90'),Polska,04.07.2023"
"Tomasz Schwartz,288215935,22.099,,771,WC 36,,Final,,,,1,-1,4.5,-1,-1,3.5,1.0,-1.0,3.5,-1.0,-1.0,-1.0,22.04.2022 boczny_obronca (90'),Polska,04.07.2023"
"Waldemar Bartoszek,288635080,22.028,U,758,WC 36,,Final,,,,-1,-1,-1,3.5,3.5,7,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,27.05.2022 napastnik (90'),Polska,04.07.2023"
"Wojciech Pszczelar,284829154,22.101,,751,WC 36,,Final,,,,2,3,-1,3,4.5,5,2.0,-1.0,-1.0,-1.0,-1.0,4.0,22.04.2022 bramkarz (90'),Polska,04.07.2023"
"Baltazar Pawliczek,328214107,16.005,P,85,WC 38,,Final,,,,0.5,2,2,1.5,2.5,2,0.5,2.0,2.0,1.5,2.0,2.0,20.06.2023 bramkarz (90'),Polska,04.07.2023"
"Dominik Garbos,328214112,17.057,,85,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,1.5,2.5,2.5,2.5,3.5,-1,1.0,2.5,2.5,2.5,-1.0,-1.0,27.06.2023 bramkarz (90'),Polska,04.07.2023"
"Felicjan Nazarko,323703552,17.036,,78,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,1,3,3.5,2,4,6,1.0,3.0,3.5,2.0,-1.0,-1.0,27.06.2023 boczny_obronca (90'),Polska,04.07.2023"
"Franciszek Odrowaz-Kaczmarek,328214103,16.035,,85,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,1.5,3.5,3.5,4,4.5,4,1.0,3.5,3.5,4.0,4.5,-1.0,28.06.2023 bramkarz (90'),Polska,04.07.2023"
"Gerard Rauch,328214109,16.093,,85,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,1,2,2.5,2.5,3,7,1.0,2.0,2.5,2.5,3.0,6.5,20.06.2023 pomocnik (72'),Polska,04.07.2023"
"Jozef Zachwieja,328214111,16.004,,85,WC 38,,Final,,,,2,3.5,4.5,3,3,3.5,-1.0,3.5,3.5,3.0,3.0,-1.0,27.06.2023 boczny_obronca (90'),Polska,04.07.2023"
"Lucjusz Wardzynski,328214113,15.100,,85,WC 38,3,Continental Championship  Matchday 1,16/05/2025,91,3,1,3,3,1.5,2,1,1.0,3.0,3.0,1.5,2.0,1.0,28.06.2023 stoper (90'),Polska,04.07.2023"
"Mariusz Najdzinski,328214105,16.093,U85,85,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,1,2.5,3,3,4,5,-1.0,2.5,3.0,-1.0,-1.0,5.0,28.06.2023 boczny_obronca (90'),Polska,04.07.2023"
"Mariusz Pagacz,328214101,16.011,,85,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,1.5,3.5,4,4.5,5,4.5,-1.0,3.5,4.0,-1.0,4.0,3.5,27.06.2023 stoper (90'),Polska,04.07.2023"
"Mateusz Naja,328214104,16.049,,85,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,1,2.5,2.5,3.5,2.5,4.5,-1.0,2.5,-1.0,3.0,2.5,3.5,28.06.2023 pomocnik (90'),Polska,04.07.2023"
"Miroslaw Mazur,328214102,16.056,,85,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,1,3,3,4.5,5.5,5,-1.0,3.0,3.0,4.5,4.0,5.0,28.06.2023 napastnik (90'),Polska,04.07.2023"
"Szymon Kornacki,328214114,16.110,,85,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,1,3.5,3,6.5,3.5,3.5,1.0,3.5,3.0,5.0,3.5,-1.0,28.06.2023 pomocnik (90'),Polska,04.07.2023"
"Andrzej Plochocki,307970450,19.055,,379,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,3.5,3,2.5,1,1.5,1.5,3.5,2.5,2.5,-1.0,-1.0,-1.0,03.05.2023 bramkarz (90'),Polska,04.07.2023"
"Daniel Piatek,321653229,17.073,,175,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,3.5,1.5,1.5,1,1,0.5,3.5,1.5,1.5,1.0,1.0,0.5,28.06.2023 stoper (90'),Polska,04.07.2023"
"Gustaw Malkowski,314733151,18.003,P,314,WC 37,1,Friendly,20/09/2024,89,1,-1,2.5,2.5,5.5,4,4,-1.0,2.5,2.5,5.5,4.0,-1.0,28.06.2023 boczny_obronca (90'),Polska,04.07.2023"
"Jacek Strykowski,303331232,20.000,U,506,WC 36,1,Friendly,09/02/2024,87,1,-1,4,4.5,3.5,4,5.5,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,08.03.2023 boczny_obronca (90'),Polska,04.07.2023"
"Jan Mscichowski,302074686,20.069,,485,WC 36,,Final,,,,-1,3,4.5,-1,6,-1,-1.0,3.0,4.5,-1.0,-1.0,-1.0,28.12.2022 boczny_obronca (90'),Polska,04.07.2023"
"Lucjusz Keder,321838301,17.047,T,120,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,4,5,3.5,5,6.5,-1.0,4.0,5.0,3.5,5.0,6.5,28.06.2023 boczny_obronca (90'),Polska,04.07.2023"
"O. Grotowski,476479848,19.038,,-2,WC 36,15,Continental Championship - Finals,26/04/2024,87,12,-1,3.5,3,1,1.5,0.5,-1.0,3.5,3.0,-1.0,-1.0,-1.0,-----,Polska,18.05.2023"
"Patryk Butler,303331229,19.092,T,506,WC 36,5,Continental Championship  Matchday 3,01/03/2024,87,4,1,2.5,3.5,3,4.5,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.03.2023 bramkarz (90'),Polska,04.07.2023"
"Pawel Niedola,312246136,19.007,,359,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,1.5,3.5,3.5,5,4.5,3.5,1.5,3.5,3.5,5.0,-1.0,-1.0,14.06.2023 stoper (90'),Polska,04.07.2023"
"Przemyslaw Lubinski,477675210,18.010,,-1,WC 37,,Final,,,,-1,5,5,5.5,5.5,5.5,-1.0,5.0,5.0,-1.0,5.5,-1.0,-----,Polska,04.07.2023"
"Roman Wojciechowski,318629913,17.055,,139,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,3,-1,4.5,5,5.5,-1.0,3.0,-1.0,4.5,5.0,-1.0,28.06.2023 stoper (90'),Polska,04.07.2023"
"Tomasz Koniecko,325066709,17.015,,77,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,-1,4,3,-1.0,-1.0,-1.0,-1.0,4.0,3.0,28.06.2023 skrzydlowy (90'),Polska,04.07.2023"
"Tomasz Mleczak,303331240,20.044,,506,WC 36,,Final,,,,0.5,1.5,2,4,3.5,5.5,-1.0,1.5,2.0,-1.0,3.5,-1.0,25.01.2023 stoper (90'),Polska,04.07.2023"
"Wiktor Dawidowicz,307056385,20.057,P,401,WC 36,,Final,,,,-1,2,3,3.5,4.5,3.5,-1.0,-1.0,-1.0,3.5,4.5,-1.0,11.01.2023 pomocnik (90'),Polska,04.07.2023"
"Wlodzimierz Ramotowski,315286698,19.046,,280,WC 36,12,Continental Championship  Matchday 10,12/04/2024,87,10,-1,4.5,5,4,4.5,4.5,-1.0,-1.0,5.0,4.0,4.5,-1.0,10.05.2023 boczny_obronca (90'),Polska,04.07.2023"
"Alan Kazieczko,319881722,18.094,U,227,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,0.5,-1,-1,2,-1,4,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,02.07.2023 napastnik (90'),Polska,04.07.2023"
"Andrzej Golojuch,319503653,17.109,,201,WC 37,1,Friendly,20/09/2024,89,1,-1,2.5,3,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,04.07.2023"
"Andrzej Tumilowicz,319881725,17.097,T,227,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,26.02.2023 napastnik (90'),Polska,04.07.2023"
"Bogdan Pulkowski,319881729,17.095,,227,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,3,-1,-1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,26.02.2023 pomocnik (90'),Polska,04.07.2023"
"Damian Slodki,319881727,18.036,,227,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,-1,-1,3,-1,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,26.02.2023 boczny_obronca (90'),Polska,04.07.2023"
"Dominik Teterycz,316779545,17.094,,207,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,3,-1,-1,-1,-1,-1,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,02.07.2023 bramkarz (90'),Polska,04.07.2023"
"Filip Sarnicki,319881724,17.083,,227,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,2,-1,-1,-1,2,-1.0,2.0,-1.0,-1.0,-1.0,2.0,26.02.2023 stoper (90'),Polska,04.07.2023"
"Grzymislaw Fiutka,319881723,18.022,,227,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,26.02.2023 skrzydlowy (90'),Polska,04.07.2023"
"Ignacy Szmul,319881726,18.024,,227,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,-1,3,-1,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,18.12.2022 boczny_obronca (90'),Polska,04.07.2023"
"Igor Dzido,319881715,17.051,P,227,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,1,2.5,-1,2,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,04.07.2023"
"Jakub Krochmal,319881719,18.047,P,227,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,3.5,3.5,4,3.5,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,04.07.2023"
"Jakub Tymcio,319881718,17.076,,227,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,2,-1,2.5,-1,-1,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,04.07.2023"
"Jaroslaw Grosicki,317813846,18.037,,217,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,-1,4.5,4.5,-1,-1,3.5,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,02.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Sergiusz Jokiel,319881721,18.024,P,227,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,-1,-1,1,-1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,02.07.2023 napastnik (90'),Polska,04.07.2023"
"Waldemar Ciezka,319881716,18.048,,227,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,3.5,3.5,-1,-1,-1,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,02.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Wiktor Szlage,319881717,17.062,P,227,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,1,1,-1,2.5,-1,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,02.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Wincenty Wawrzynowski,319881720,18.081,U,227,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,2.5,3.5,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,02.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Wladyslaw Weglarczyk,319881728,17.018,,227,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,1,-1,-1,-1,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.12.2022 bramkarz (90'),Polska,04.07.2023"
"Andrzej Zygmanski,328266003,16.038,,85,WC 37,35,World Cup - Round IV  Matchday 1,28/03/2025,90,12,-1,3,-1,-1,-1,1.5,-1.0,3.0,-1.0,-1.0,-1.0,1.5,27.04.2023 napastnik (90'),Polska,04.07.2023"
"Cyryl Dzierzbinski,325044995,17.053,,84,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,4.5,3,-1,-1,-1,-1,4.5,3.0,-1.0,-1.0,-1.0,-1.0,18.05.2023 stoper (90'),Polska,04.07.2023"
"Dawid Trebacz,328266012,17.080,,85,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,04.07.2023"
"Emiliusz Tygielski,328266010,15.091,,85,WC 38,6,Continental Championship  Matchday 4,26/05/2025,91,5,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,18.05.2023 napastnik (90'),Polska,04.07.2023"
"Franciszek Szaniawski,328266009,15.091,,85,WC 38,6,Continental Championship  Matchday 4,26/05/2025,91,5,-1,-1,3,-1,2.5,-1,-1.0,-1.0,3.0,-1.0,2.5,-1.0,18.05.2023 boczny_obronca (90'),Polska,04.07.2023"
"Fryderyk Jakubczak,328266006,16.022,,85,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,-1,-1,-1,3,-1,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,18.05.2023 skrzydlowy (90'),Polska,04.07.2023"
"Jozef Barylski,328266005,17.082,,85,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,2,-1,2.5,-1,-1.0,-1.0,2.0,-1.0,2.5,-1.0,18.05.2023 skrzydlowy (90'),Polska,04.07.2023"
"Kazimierz Karpowicz,328266015,16.005,,85,WC 38,,Final,,,,1.5,-1,-1,-1,-1,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,18.05.2023 bramkarz (90'),Polska,04.07.2023"
"Kazimierz Krzyzanowski,328266011,17.032,,85,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,13.04.2023 napastnik (90'),Polska,04.07.2023"
"Marek Gasperowicz,328266013,16.107,,85,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,3,-1,-1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,18.05.2023 pomocnik (90'),Polska,04.07.2023"
"Mateusz Dojlida,328266014,16.037,,85,WC 37,35,World Cup - Round IV  Matchday 1,28/03/2025,90,12,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,04.07.2023"
"Mateusz Szewc,328266016,16.043,,85,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,04.07.2023"
"Miroslaw Kulesza,328266004,17.082,,85,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,1,-1,2.5,-1,-1,-1.0,1.0,-1.0,2.5,-1.0,-1.0,18.05.2023 pomocnik (90'),Polska,04.07.2023"
"Patryk Cieluch,328266001,16.081,,85,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,2,-1,-1,-1,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,13.04.2023 boczny_obronca (90'),Polska,04.07.2023"
"Robert Jozwik,321593897,17.070,,76,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,18.05.2023 stoper (90'),Polska,04.07.2023"
"Roman Przezdziecki,328266007,17.042,,85,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,4,3,-1,-1,-1.0,-1.0,4.0,3.0,-1.0,-1.0,18.05.2023 boczny_obronca (90'),Polska,04.07.2023"
"Ryszard Kozak,328266008,17.034,,85,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,3,-1,-1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,13.04.2023 pomocnik (90'),Polska,04.07.2023"
"Czeslaw Lewczak,315672838,19.005,,254,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,24.06.2023 pomocnik (90'),Polska,04.07.2023"
"Jan Gajda,308198542,18.094,,331,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,01.07.2023 stoper (90'),Polska,04.07.2023"
"Janusz Filec,309379594,18.078,T,380,WC 36,26,World Cup - Round II  Matchday 1,05/07/2024,88,6,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,01.07.2023 napastnik (90'),Polska,04.07.2023"
"Jozef Jatkowski,305000971,19.073,,373,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,15.04.2023 pomocnik (90'),Polska,04.07.2023"
"Karl-Georg Frungel,313115953,18.051,,324,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,-1,-1,4,4.5,6,-1,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,01.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Kazimierz Klicki,313375559,18.097,,317,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,4,4,4,6,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,01.07.2023 pomocnik (90'),Polska,04.07.2023"
"Leslaw Waskowiak,316640637,18.006,,275,WC 37,,Final,,,,-1,-1,-1,6.5,7,-1,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Piotr Czekajski,320586773,17.100,,170,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,4,-1,-1,-1,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,01.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Piotr Karp,323375137,17.029,,156,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,-1,5.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,01.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Wilhelm Iracki,320134716,17.096,Q,190,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,1.5,0.5,-1,2,-1.0,-1.0,1.5,0.5,-1.0,-1.0,29.04.2023 pomocnik (90'),Polska,04.07.2023"
"Wincenty Zelichowski,311205019,18.085,,366,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,4.5,1.5,1.5,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,01.07.2023 bramkarz (90'),Polska,04.07.2023"
"Wladyslaw Staskiewicz,326380846,17.094,P,107,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,3.5,-1,5.5,-1.0,-1.0,-1.0,3.5,-1.0,5.5,01.07.2023 napastnik (90'),Polska,04.07.2023"
"Wojciech Nocun,307829103,19.072,U,310,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,22.04.2023 napastnik (90'),Polska,04.07.2023"
"Z. Grobelniak,476627474,21.011,T,-2,WC 36,,Final,,,,-1,5.5,4.5,-1,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,-----,Polska,01.06.2023"
"Amadeusz Bulka,328317909,16.051,,83,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,-1,-1,4.5,-1,3.5,-1,-1.0,-1.0,3.5,-1.0,3.5,-1.0,01.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Bernard Pych,328317907,15.091,,83,WC 38,6,Continental Championship  Matchday 4,26/05/2025,91,5,-1,3.5,3.5,-1,-1,-1,-1.0,3.0,3.5,-1.0,-1.0,-1.0,01.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Gustaw Dominowski,328317906,16.062,,83,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,2.5,3,3.5,4,-1,-1.0,2.5,3.0,-1.0,4.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Jan Wojtkiewicz,328317913,16.025,,83,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,1,-1,-1,2.5,3.5,-1.0,1.0,-1.0,-1.0,2.5,3.5,03.06.2023 skrzydlowy (90'),Polska,04.07.2023"
"Jozef Dufrat,328317916,17.023,,83,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,2,-1,3.5,3.5,-1,-1.0,2.0,-1.0,3.5,3.5,-1.0,24.06.2023 stoper (90'),Polska,04.07.2023"
"Kacper Oleksa,322241855,17.016,,79,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,1.5,-1,-1,3,4,-1,1.5,-1.0,-1.0,3.0,4.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Leon Sekulski,328317904,16.091,,83,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,3,-1,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,10.06.2023 boczny_obronca (90'),Polska,04.07.2023"
"Lucjan Domiter,328317919,17.052,,83,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,-1,2.5,3.5,-1.0,-1.0,-1.0,-1.0,2.5,3.5,17.06.2023 napastnik (90'),Polska,04.07.2023"
"Maciej Noch,328317915,15.089,,83,WC 38,6,Continental Championship  Matchday 4,26/05/2025,91,5,1.5,2.5,-1,-1,-1,2.5,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,17.06.2023 bramkarz (33'),Polska,04.07.2023"
"Maciej Stawiszynski,328317914,16.090,H,83,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,2.5,-1,6,-1.0,-1.0,-1.0,2.5,-1.0,4.5,01.07.2023 napastnik (90'),Polska,04.07.2023"
"Marcin Gonciarz,328317908,16.059,H,83,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,4.5,-1,-1,5,-1.0,-1.0,4.5,-1.0,-1.0,5.0,01.07.2023 napastnik (90'),Polska,04.07.2023"
