"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update"
"A. Kruszczak,476567810,17.049,,-2,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,2.5,4.5,3.5,6,6.5,-1.0,-1.0,4.5,3.5,-1.0,6.5,-----,Polska,18.05.2023"
"Boleslaw Stepien,328290833,16.050,,79,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,-1,-1,-1,-1,-1,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,03.07.2023 napastnik (90'),Polska,04.07.2023"
"Daniel Krowicki,325701620,17.001,,107,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,6.5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,04.07.2023"
"Grzegorz Szpinda,327817074,16.081,,85,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,6,-1,4.5,4.5,-1.0,-1.0,-1.0,-1.0,4.5,4.5,26.06.2023 boczny_obronca (24'),Polska,04.07.2023"
"Maurycy Adameczek,315329882,18.020,,170,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,4.5,-1,6,-1,5,-1.0,4.5,-1.0,6.0,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,04.07.2023"
"Orest Smolka,326407610,16.023,Q,114,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,-1,-1,4,5,5.5,-1.0,-1.0,-1.0,4.0,5.0,5.5,26.06.2023 napastnik (90'),Polska,04.07.2023"
"Sergiusz Grondys,314898172,17.104,,156,WC 37,2,Friendly,27/09/2024,89,2,-1,4,3.5,5,4,-1,-1.0,4.0,3.5,4.5,-1.0,-1.0,15.05.2023 stoper (90'),Polska,04.07.2023"
"Slawomir Korfanty,324543620,16.044,P,100,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,4,4,-1,5,4.5,-1.0,4.0,-1.0,-1.0,5.0,4.5,05.06.2023 stoper (90'),Polska,04.07.2023"
"Tobiasz Roslan,321624499,17.044,,177,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,4.5,5,-1,4.5,3,-1.0,4.5,5.0,-1.0,-1.0,-1.0,03.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Witold Ledwon,322504359,16.090,,128,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,4,5.5,5,-1.0,-1.0,-1.0,4.0,5.5,5.0,03.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"W. Gudalewski,477301726,17.016,,-2,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,2.5,-1,4.5,6,-1.0,-1.0,-1.0,-1.0,4.5,6.0,-----,Polska,20.06.2023"
"Dominik Giertak,325325263,16.060,,121,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,3.5,3.5,4.5,5,6,-1.0,3.5,3.5,4.5,5.0,6.0,04.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Jacek Mroczynski,324897213,16.079,,106,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,3.5,4.5,5,5,-1.0,-1.0,3.5,4.5,5.0,5.0,27.06.2023 pomocnik (90'),Polska,04.07.2023"
"Jan Godyn,327353903,16.083,,85,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,4,4,5,4.5,5,-1.0,4.0,4.0,5.0,4.5,5.0,04.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Jan Kielbowicz,477603226,17.006,,-1,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,5,5.5,-1,6,-1,-1.0,5.0,5.5,-1.0,6.0,-1.0,-----,Polska,04.07.2023"
"J. Oldakowski,476341195,17.065,,-2,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,5.5,3.5,-1,-1,-1,0.5,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-----,Polska,04.05.2023"
"Juliusz Kwiatkowski,477661043,17.027,H,-1,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,5.5,4.5,4,5,-1,-1.0,4.5,4.5,-1.0,5.0,-1.0,-----,Polska,04.07.2023"
"Krzysztof Golebiewski,321244443,16.103,T,191,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,2.5,3.5,5,4,8,-1.0,-1.0,3.5,5.0,4.0,8.0,04.07.2023 napastnik (90'),Polska,04.07.2023"
"Ludwik Myrta,323890931,16.085,,149,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,1,-1,3.5,-1,-1,-1,1.0,-1.0,3.5,-1.0,-1.0,-1.0,04.05.2023 bramkarz (90'),Polska,04.07.2023"
"Miroslaw Grajko,314745202,17.104,,212,WC 37,2,Friendly,27/09/2024,89,2,-1,3.5,4,5,-1,6,-1.0,-1.0,-1.0,5.0,-1.0,6.0,04.07.2023 napastnik (90'),Polska,04.07.2023"
"P. Lasota,476831838,17.029,H,-2,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,4.5,5.5,5,5.5,5,-1.0,4.5,5.5,5.0,5.5,5.0,-----,Polska,20.06.2023"
"Slawomir Samolej,319503778,17.104,,219,WC 37,2,Friendly,27/09/2024,89,2,-1,6,5.5,3,-1,4.5,-1.0,5.0,5.5,-1.0,-1.0,4.5,04.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Tomasz Pakosinski,318397343,18.048,,182,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,3.5,-1,6,-1,-1,-1.0,3.5,-1.0,5.0,-1.0,-1.0,04.07.2023 stoper (90'),Polska,04.07.2023"
"Veniamin Pakholyuk,315013497,18.064,H,293,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,3,3,4,4,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,04.07.2023 napastnik (90'),Polska,04.07.2023"
"Adrian Cioch,326975875,16.060,,86,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,5.5,-1,7,-1,-1,-1.0,5.5,-1.0,7.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,04.07.2023"
"Eberhardt Tannen,321120410,17.062,,170,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,5,5,3,-1,-1,-1.0,5.0,5.0,3.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,04.07.2023"
"Filip Borsuk,325969913,16.017,,79,WC 37,40,World Cup - Round V  Matchday 3,18/04/2025,90,15,-1,-1,3.5,4.5,3,-1,-1.0,-1.0,3.5,4.5,-1.0,-1.0,23.05.2023 boczny_obronca (90'),Polska,04.07.2023"
"Filip Kujawski,325970220,16.107,,121,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,2.5,-1,5.5,-1,4.5,-1.0,2.5,-1.0,5.5,-1.0,4.5,02.07.2023 pomocnik (90'),Polska,04.07.2023"
"Franciszek Smirnow,323269094,16.083,Q,135,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,3,3.5,2.5,3,5,-1.0,3.0,-1.0,-1.0,-1.0,5.0,02.07.2023 napastnik (90'),Polska,04.07.2023"
"Jakub Naskret,324275437,16.056,,126,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,2.5,-1,2.5,4.5,4,-1.0,2.5,-1.0,-1.0,4.5,-1.0,01.06.2023 skrzydlowy (90'),Polska,04.07.2023"
"Lech Ratusinski,324872782,16.049,,100,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,5,-1,-1,-1,-1,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,02.07.2023 bramkarz (90'),Polska,04.07.2023"
"Przemyslaw Czapski,323555796,17.011,,142,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,4,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.03.2023 bramkarz (90'),Polska,04.07.2023"
"Waldemar Sasinski,319598216,17.015,,156,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,3.5,3.5,5,7,-1.0,-1.0,-1.0,3.5,-1.0,7.0,02.07.2023 napastnik (90'),Polska,04.07.2023"
"Walenty Gruszka,321905960,17.027,U,114,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,4.5,5,-1,4,-1,-1.0,4.5,4.5,-1.0,4.0,-1.0,02.07.2023 stoper (90'),Polska,04.07.2023"
"Zbigniew Szczechura,326564908,16.109,,107,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,3.5,4,-1,5,4.5,-1.0,3.5,4.0,-1.0,5.0,4.5,25.05.2023 skrzydlowy (90'),Polska,04.07.2023"
"Gustaw Brulinski,323289737,16.077,H,167,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,4.5,0.5,0.5,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,01.07.2023 bramkarz (90'),Polska,04.07.2023"
"Andrzej Proniewicz,315329779,18.017,,294,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,2.5,5.5,4.5,3,5.5,-1,-1.0,4.0,4.5,-1.0,-1.0,-1.0,01.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"J. Zalesinski,476795927,17.033,Q,-2,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3,-1,5,5.5,5.5,-1.0,-1.0,-1.0,5.0,-1.0,5.0,-----,Polska,20.06.2023"
"Jacek Galecki,318373354,17.039,,161,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,4,4.5,4.5,6.5,-1,-1.0,4.0,-1.0,4.5,5.0,-1.0,01.07.2023 skrzydlowy (44'),Polska,04.07.2023"
"Fryderyk Kruszyna,323703482,16.104,H,141,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,5.5,5,6,-1.0,-1.0,-1.0,5.5,-1.0,6.0,01.07.2023 pomocnik (90'),Polska,04.07.2023"
"Andrzej Olszowa,319880472,17.100,H,119,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,4,4.5,5.5,5,3.5,-1.0,4.0,-1.0,5.5,5.0,3.5,01.07.2023 stoper (90'),Polska,04.07.2023"
"F. Chabros,475949639,17.074,,-2,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,4,4.5,4.5,4.5,8.5,-1.0,-1.0,-1.0,4.5,-1.0,7.0,-----,Polska,04.05.2023"
"Szymon Wendt,315550705,17.089,,230,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,3.5,-1,4,3.5,7,-1.0,3.0,-1.0,-1.0,3.5,6.0,01.07.2023 napastnik (90'),Polska,04.07.2023"
"Ferdynand Stys,321728678,16.101,,124,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,5,5,4,5,6.5,-1.0,-1.0,5.0,4.0,5.0,5.0,01.07.2023 boczny_obronca (25'),Polska,04.07.2023"
"Cezary Machalowski,327887584,17.029,Q,82,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,4.5,-1,4.5,5,7,-1.0,4.0,-1.0,4.5,5.0,6.5,01.07.2023 napastnik (90'),Polska,04.07.2023"
"Jakub Mioduszewski,324520137,16.087,,91,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,5.5,4.5,5,7.5,-1.0,-1.0,-1.0,4.5,5.0,6.0,24.06.2023 napastnik (90'),Polska,04.07.2023"
"Zenon Bronikowski,322483021,16.076,P,103,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,3.5,-1,5,6.5,7,-1.0,3.5,-1.0,5.0,4.5,5.5,01.07.2023 skrzydlowy (46'),Polska,04.07.2023"
"Boleslaw Kotecki,324683550,17.008,U,93,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,4.5,-1,-1,-1,5,-1.0,4.5,-1.0,-1.0,-1.0,5.0,30.06.2023 stoper (90'),Polska,04.07.2023"
"Igor Robinski,328339044,16.018,,80,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,04.07.2023"
"J. Borowski,476410033,19.080,,-2,WC 36,8,Continental Championship  Matchday 6,15/03/2024,87,6,4.5,-1,4,-1,-1,1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-----,Polska,18.05.2023"
"Janusz Rytkowski,323803528,16.074,H,108,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,3,-1,-1,5,-1,-1.0,3.0,-1.0,-1.0,5.0,-1.0,30.06.2023 skrzydlowy (90'),Polska,04.07.2023"
"Jozef Wojdak,326152050,17.006,T,79,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,04.07.2023"
"Marcin Jaszewski,326407590,16.109,Q,101,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,2.5,-1,-1,3.5,-1,-1.0,2.5,-1.0,-1.0,3.5,-1.0,30.06.2023 skrzydlowy (90'),Polska,04.07.2023"
"Mateusz Harasymowicz,322605422,16.079,U,93,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,1,2,-1,-1,-1,-1,1.0,2.0,-1.0,-1.0,-1.0,-1.0,30.06.2023 stoper (90'),Polska,04.07.2023"
"A. Gruzewski,475957642,19.075,,-2,WC 36,8,Continental Championship  Matchday 6,15/03/2024,87,6,1,2.5,3.5,-1,4.5,5,1.0,-1.0,3.5,-1.0,-1.0,-1.0,-----,Polska,04.05.2023"
"Bartosz Gasz,320410967,17.016,,170,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,2,-1,1,1,1,-1.0,1.5,-1.0,1.0,1.0,1.0,13.06.2023 stoper (90'),Polska,04.07.2023"
"B. Knebel,476618118,17.097,,-2,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,4.5,5,4.5,5,4,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-----,Polska,01.06.2023"
"Boguslaw Cichomski,326635719,16.023,,100,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,1.5,-1,2.5,-1,3,-1.0,1.5,-1.0,2.5,-1.0,3.0,29.06.2023 pomocnik (120'),Polska,04.07.2023"
"B. Kuc,476524720,17.052,,-2,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,2.5,3,5,-1.0,-1.0,-1.0,2.5,3.0,-1.0,-----,Polska,18.05.2023"
"B. Wlodarczyk,477297401,18.077,T,-2,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,3,-1,3.5,3,-1,-1.0,3.0,-1.0,3.5,3.0,-1.0,-----,Polska,20.06.2023"
"Jan Runo,309678986,18.071,,401,WC 36,28,World Cup - Round II  Matchday 3,12/07/2024,88,7,1,2.5,3,3.5,4,-1,1.0,2.5,3.0,-1.0,4.0,-1.0,29.06.2023 skrzydlowy (120'),Polska,04.07.2023"
"Jedrzej Chmiel,323245881,16.082,,163,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,4.5,-1,2.5,-1,-1,0.5,4.0,-1.0,2.5,-1.0,-1.0,0.5,29.06.2023 bramkarz (120'),Polska,04.07.2023"
"Jozef Predko,327975474,16.064,H,84,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,4,5.5,5.5,-1,-1.0,-1.0,4.0,5.5,5.5,-1.0,29.06.2023 pomocnik (120'),Polska,04.07.2023"
"Maurycy Moson,326380939,16.071,P,105,WC 37,28,World Cup - Round II  Matchday 3,21/02/2025,90,7,-1,2.5,-1,4,4,4,-1.0,2.5,-1.0,4.0,4.0,4.0,29.06.2023 skrzydlowy (120'),Polska,04.07.2023"
"Przemyslaw Kubica,311461558,18.100,Q,366,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,3,3,4,3,4,-1.0,3.0,3.0,3.5,-1.0,-1.0,27.06.2023 pomocnik (36'),Polska,04.07.2023"
"Robert Mowinski,323870693,17.064,H,121,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,3,4,3.5,4,-1,-1.0,-1.0,4.0,3.5,4.0,-1.0,29.06.2023 pomocnik (120'),Polska,04.07.2023"
"S. Gosciniak,476709197,17.093,Q,-2,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,2.5,3,5,4.5,-1,-1.0,-1.0,3.0,5.0,4.5,-1.0,-----,Polska,01.06.2023"
"Stefan Kalka,327570154,16.080,,91,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,4,-1,-1,4,-1,-1.0,4.0,-1.0,-1.0,4.0,-1.0,29.06.2023 stoper (120'),Polska,04.07.2023"
"Waldemar Dybcio,323267011,16.066,,128,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,2,2.5,3,4,5,-1.0,2.0,2.5,-1.0,4.0,5.0,20.06.2023 boczny_obronca (27'),Polska,04.07.2023"
"Bohdan Lebid,316640702,18.027,T,274,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,-1,-1,5,6.5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,12.05.2023 skrzydlowy (18'),Polska,04.07.2023"
"J. Jagodka,477154830,17.091,,-2,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,4,4.5,5.5,-1,-1.0,-1.0,4.0,4.5,5.5,-1.0,-----,Polska,20.06.2023"
"Juliusz Szablewski,317938705,18.010,,183,WC 37,,Final,,,,1.5,-1,-1,3.5,5,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,22.03.2023 bramkarz (90'),Polska,04.07.2023"
"Karol Hinz,324092493,16.082,,141,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,5,5.5,-1,-1,-1,-1.0,5.0,5.5,-1.0,-1.0,-1.0,04.07.2023 stoper (90'),Polska,04.07.2023"
"Lech Klejna,320466111,17.096,,204,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,04.07.2023 napastnik (90'),Polska,04.07.2023"
"Lech Rarus,327835962,16.101,,83,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,04.07.2023 bramkarz (90'),Polska,04.07.2023"
"Maciej Mazurek,313303781,18.017,P,282,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,-1,-1,6.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,28.04.2023 pomocnik (90'),Polska,04.07.2023"
"Marcin Piktel,325751132,17.019,U,112,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,4.5,5,4.5,-1,-1,-1.0,4.5,5.0,4.5,-1.0,-1.0,04.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Marcin Szalachowski,477671116,17.002,H,-1,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,5.5,4,6,-1,-1.0,-1.0,5.5,-1.0,6.0,-1.0,-----,Polska,04.07.2023"
"Marian Pietrkiewicz,313931385,18.058,,315,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,-1,4.5,4.5,6.5,6,-1.0,-1.0,4.5,4.5,5.5,-1.0,04.07.2023 boczny_obronca (90'),Polska,04.07.2023"
"Romuald Ochelski,319599445,17.098,Q,149,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,4,-1,4.5,-1,-1,-1.0,4.0,-1.0,4.5,-1.0,-1.0,22.06.2023 stoper (90'),Polska,04.07.2023"
"F. Swiatek,476851544,17.026,T,-2,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,5.5,6,-1,3,-1.0,-1.0,5.5,6.0,-1.0,-1.0,-----,Polska,20.06.2023"
"Orest Oleszko,323963958,16.077,,106,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,3,4,-1,-1,-1,-1.0,3.0,4.0,-1.0,-1.0,-1.0,25.05.2023 stoper (85'),Polska,04.07.2023"
"Radoslaw Drozdowicz,327975325,16.045,,79,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,4,4,6,-1.0,-1.0,-1.0,4.0,4.0,6.0,29.06.2023 napastnik (90'),Polska,04.07.2023"
"Sebastian Nitka,323272018,16.111,,163,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,4.5,5.5,5.5,-1,-1,-1.0,4.5,5.5,5.5,-1.0,-1.0,29.06.2023 pomocnik (90'),Polska,04.07.2023"
"Szymon Kanczugowski,324086331,16.064,U,121,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,4.5,4.5,-1,-1,6,-1.0,4.5,4.5,-1.0,-1.0,6.0,29.06.2023 boczny_obronca (90'),Polska,04.07.2023"
"Waclaw Matwiejczuk,325340466,16.025,,86,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,3.5,-1,-1,5,-1,-1.0,3.5,-1.0,-1.0,5.0,-1.0,29.06.2023 skrzydlowy (90'),Polska,04.07.2023"
"W. Lasek,476898282,19.018,,-2,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,1.5,5.5,5,5.5,6,-1,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-----,Polska,20.06.2023"
"Zbigniew Stroinski,322865487,17.005,H,156,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,1.5,4,-1,-1,-1,-1,1.5,4.0,-1.0,-1.0,-1.0,-1.0,29.06.2023 stoper (90'),Polska,04.07.2023"
"Bartlomiej Bolonski,328044314,17.046,,87,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,1.5,3.5,-1,-1,3,-1,1.5,3.5,-1.0,-1.0,3.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Bogumil Wiktorko,328044309,17.053,,87,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,4,4,-1,4,-1,-1.0,4.0,4.0,-1.0,4.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,04.07.2023"
"Cezary Gawinski,324595022,17.022,,86,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,4,4.5,-1,-1,-1,-1.0,4.0,4.5,-1.0,-1.0,-1.0,01.07.2023 boczny_obronca (90'),Polska,04.07.2023"
