"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country"
"Feliks Klamann,320517955,16.057,H,57,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,3,6,-1,,01.04.2023 pomocnik (90'),Polska"
"Andrzej Smolen,320517962,16.085,H,73,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4,3.5,-1,4,-1,,02.04.2023 stoper (90'),Polska"
"Karol Kopacz,320517966,17.003,Q,38,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,4.5,4,4.5,-1,-1,,30.03.2023 boczny_obronca (90'),Polska"
"Tomasz Zaborowicz,320517967,16.086,,124,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4.5,-1,5.5,-1,-1,,04.04.2023 stoper (90'),Polska"
"Ignacy Gorski,320517969,17.030,Q,115,WC 37,,Final,,,,-1,-1,-1,-1,6,-1,,02.04.2023 skrzydlowy (90'),Polska"
"Roman Frontczak,320517971,16.068,P,108,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,4.5,5.5,-1,-1,-1,,05.04.2023 boczny_obronca (90'),Polska"
"Gabriel Sarwinski,320517974,16.086,,30,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4,-1,-1,-1,-1,,09.03.2023 stoper (46'),Polska"
"Krzysztof Plocienniczak,320517975,17.035,,86,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,-1,-1,6,-1,-1,,01.04.2023 pomocnik (90'),Polska"
"Anton Kopiika,320517978,16.023,S,80,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,4,-1,-1,-1,-1,,03.04.2023 stoper (90'),Polska"
"Filip Leciak,320517983,16.055,,73,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,6,2.5,-1,-1,-1,-1,,05.04.2023 bramkarz (55'),Polska"
"Alan Kruszewski,320517986,17.009,Q,122,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,1.5,2.5,-1,4,-1,3.5,,31.03.2023 bramkarz (90'),Polska"
"Antoni Bogalski,320517987,16.039,U,37,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,1,-1,2.5,3,4,3.5,,04.04.2023 bramkarz (90'),Polska"
"Ludwik Kedzior,320517989,17.105,P,121,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,2,-1,3.5,4,5.5,,02.04.2023 napastnik (90'),Polska"
"Igor Zowada,320517991,16.101,,108,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,3.5,3.5,5,-1,,02.04.2023 skrzydlowy (50'),Polska"
"Nikodem Grzegorski,320518646,16.025,U,128,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,3.5,-1,-1,-1,-1,,16.03.2023 stoper (90'),Polska"
"Lucjan Lebioda,320518647,16.061,,128,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,2.5,-1,2,-1,-1,,23.02.2023 pomocnik (90'),Polska"
"Jaroslaw Kobylanski,320518648,17.009,Q,128,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,-1,3,4,-1,,01.03.2023 pomocnik (90'),Polska"
"Marcel Dyszewski,320519378,17.007,,73,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,4,5.5,-1,,04.04.2023 skrzydlowy (90'),Polska"
"Zdzislaw Galczynski,320519383,16.072,,96,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,3,-1,4,4,7,,31.03.2023 napastnik (90'),Polska"
"Teobald Andrusiak,320519387,16.029,,38,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,4.5,-1,-1,-1,,03.04.2023 boczny_obronca (90'),Polska"
"Amadeusz Chylewski,320519395,17.080,,108,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,4,-1,6,-1,5,,01.04.2023 pomocnik (90'),Polska"
"Kamil Bitel,320519402,16.051,,99,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,5.5,-1,-1,-1,6,,29.03.2023 stoper (46'),Polska"
"Ferdynand Chwast,320519405,16.063,,63,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,5.5,-1,-1,-1,-1,,29.03.2023 stoper (90'),Polska"
"Roman Pucyk,320519408,17.015,,115,WC 37,2,Friendly,27/09/2024,89,2,-1,4.5,-1,5.5,5.5,-1,,30.03.2023 stoper (90'),Polska"
"Jan Sagala,320519411,16.046,,114,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,5,-1,-1,-1,-1,-1,,01.04.2023 bramkarz (90'),Polska"
