Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update
"Norbert Tatara,330461603,16.005,,47,WC 38,,Final,,,,-1,-1,-1,-1,-1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,17.06.2023 napastnik (90'),Polska,05.07.2023"
"Szymon Tolpa,330461606,16.008,,47,WC 38,,Final,,,,-1,-1,-1,-1,2,-1,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,17.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Tomasz Galinski,330461595,16.024,,47,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,0.5,-1,-1,3,-1,-1,0.5,-1.0,-1.0,3.0,-1.0,-1.0,05.07.2023 bramkarz (90'),Polska,05.07.2023"
"Zbyszek Najmola,330461600,16.015,,47,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,05.07.2023 pomocnik (38'),Polska,05.07.2023"
"Zdzislaw Rowicki,330461602,16.005,,47,WC 38,,Final,,,,1,-1,-1,-1,-1,5,1.0,-1.0,-1.0,-1.0,-1.0,5.0,05.07.2023 napastnik (90'),Polska,05.07.2023"
"Dariusz Pilis,330187515,15.054,,52,WC 38,11,Continental Championship  Matchday 9,27/06/2025,91,9,-1,-1,-1,7.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,28.06.2023 pomocnik (90'),Polska,05.07.2023"
"Jan Cwirko,326231336,17.023,U,52,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,4,-1,-1,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,01.07.2023 stoper (90'),Polska,05.07.2023"
"Budzislaw Tulik,328573789,17.032,,50,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.06.2023 napastnik (41'),Polska,05.07.2023"
"Antoni Glab,330188107,16.091,,51,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,2.5,-1,-1,-1,-1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Ambrozy Miedlar,330188196,16.019,,52,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Roman Szmuc,329233661,16.084,,49,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Adrian Werno,328239933,16.106,,51,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,4.5,1.5,-1,-1,-1,-1,4.5,1.5,-1.0,-1.0,-1.0,-1.0,03.07.2023 bramkarz (90'),Polska,05.07.2023"
"Stanislaw Wojakiewicz,328680686,17.019,,56,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,3,2,-1,-1,1.5,1,3.0,2.0,-1.0,-1.0,1.5,1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Robert Kaputa,329052923,15.108,,47,WC 38,2,Friendly,09/05/2025,91,2,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,27.05.2023 pomocnik (90'),Polska,05.07.2023"
"Andrzej Kucmierz,328422709,16.031,,52,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,2.5,-1,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,01.06.2023 stoper (90'),Polska,05.07.2023"
"Kasper Omyla,328318426,16.023,P,52,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,30.06.2023 napastnik (90'),Polska,05.07.2023"
"Tomasz Olech,322649312,16.084,,52,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,03.07.2023 napastnik (90'),Polska,05.07.2023"
"Krystian Kuzmicki,329957462,16.006,,52,WC 38,,Final,,,,-1,4,3.5,3,-1,-1,-1.0,4.0,3.5,3.0,-1.0,-1.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Waclaw Kregiel,326926252,16.013,,51,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,-1,-1,-1,3.5,4.5,3,-1.0,-1.0,-1.0,3.5,4.5,3.0,05.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Andrzej Smigowski,328594681,16.022,H,56,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,2.5,-1,3.5,4.5,7.5,-1.0,2.5,-1.0,3.5,4.5,5.5,03.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Szczeslaw Kozon,329859233,16.047,H,52,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,2,-1,5,-1,-1,-1.0,2.0,-1.0,4.0,-1.0,-1.0,03.07.2023 pomocnik (20'),Polska,05.07.2023"
"Adrian Krezalek,325045092,17.031,H,51,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,5.5,5.5,5,-1.0,-1.0,-1.0,5.5,5.5,5.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Mikolaj Szopa,326662810,16.051,,52,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,4.5,-1,-1,1,-1,-1,4.5,-1.0,-1.0,1.0,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,05.07.2023"
"Erazm Walecki,325331076,17.012,,52,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,4,4,-1,-1,-1,-1.0,4.0,4.0,-1.0,-1.0,-1.0,29.06.2023 stoper (90'),Polska,05.07.2023"
"Wlodzimierz Brewka,327383225,17.030,P,51,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,01.07.2023 stoper (90'),Polska,05.07.2023"
"Feliks Horba,328474894,17.020,P,51,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,5,4,4,-1.0,-1.0,-1.0,5.0,4.0,4.0,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Kajetan Potocki,329436385,17.004,,51,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Kuba Kasperek,328828294,17.018,H,58,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,1.5,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,18.06.2023 stoper (7'),Polska,05.07.2023"
"Olgierd Jabcon,323935784,16.110,,52,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Damian Opalka,329810135,17.021,,57,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,29.06.2023 napastnik (90'),Polska,05.07.2023"
"Jan Ciupinski,323376306,17.015,,52,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,28.06.2023 napastnik (24'),Polska,05.07.2023"
"Jakub Trafny,329911678,16.004,,49,WC 38,1,Friendly,02/05/2025,91,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Tomasz Grosman,327161061,16.021,,52,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Slawomir Sochor,330039762,15.080,,52,WC 38,8,Continental Championship  Matchday 6,06/06/2025,91,6,-1,-1,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,05.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Janusz Cienkowski,328290163,16.019,U,46,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,05.07.2023 pomocnik (90'),Polska,05.07.2023"
"Jedrzej Chyla,329689165,16.057,,49,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,3,-1,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,18.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Jacek Misinski,329105740,16.059,,50,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,4,-1,-1,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,05.07.2023 stoper (90'),Polska,05.07.2023"
"Piotr Dajek,329553780,17.007,,52,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,-1,-1,4,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,28.06.2023 napastnik (72'),Polska,05.07.2023"
"Tomasz Giergielewicz,328597876,16.043,,58,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"August Dzieciolowski,329506303,15.082,,51,WC 38,7,Continental Championship  Matchday 5,30/05/2025,91,5,-1,-1,4,4,4.5,6.5,-1.0,-1.0,4.0,4.0,4.5,6.5,04.07.2023 napastnik (90'),Polska,05.07.2023"
"Stanislaw Kwasniak,326571101,16.070,H,52,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,2,-1,-1,-1,4.5,-1.0,2.0,-1.0,-1.0,-1.0,4.5,01.07.2023 stoper (90'),Polska,05.07.2023"
"Anzelm Wroblewski,327161127,16.077,,52,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,30.06.2023 skrzydlowy (75'),Polska,05.07.2023"
"Zbigniew Malaszewski,325701579,16.031,,54,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,5.5,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,30.06.2023 stoper (35'),Polska,05.07.2023"
"Wojciech Forczek,325289873,17.001,S,52,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,2.5,-1,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,29.06.2023 stoper (90'),Polska,05.07.2023"
"Jerzy Perka,328239645,16.045,,52,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Przemyslaw Chycko,327396170,17.051,,57,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,3,-1,-1,-1,1,-1,3.0,-1.0,-1.0,-1.0,1.0,-1.0,04.07.2023 bramkarz (90'),Polska,05.07.2023"
"Stanislaw Plaza,326273614,16.015,,51,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,-1,-1,-1,-1,5,5.5,-1.0,-1.0,-1.0,-1.0,5.0,5.5,04.07.2023 napastnik (90'),Polska,05.07.2023"
"Kuba Turij,328206910,16.081,,52,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Bronislaw Janota,330218125,17.005,P,51,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,4,4.5,5,-1,-1,-1.0,4.0,4.0,-1.0,-1.0,-1.0,22.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Boleslaw Klejnocki,327254811,17.029,,50,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,-1,3.5,4.5,-1.0,-1.0,-1.0,-1.0,3.5,4.5,24.06.2023 napastnik (90'),Polska,05.07.2023"
"Florian Jedrych,329406323,16.076,,49,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,3,4.5,-1,-1,-1.0,-1.0,3.0,4.5,-1.0,-1.0,15.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Marian Kazanowski,329980249,15.108,,53,WC 38,2,Friendly,09/05/2025,91,2,-1,1,-1,-1,-1,-1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,27.05.2023 stoper (90'),Polska,05.07.2023"
"Terencjusz Filimoniuk,330224243,17.041,,51,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Robert Socki,328037047,16.006,T,52,WC 38,,Final,,,,-1,-1,3.5,4,4,-1,-1.0,-1.0,3.5,4.0,4.0,-1.0,05.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Laurenty Czeszak,325928796,16.013,,51,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,1,1.5,2,2,3,-1,1.0,1.5,2.0,2.0,3.0,-1.0,04.07.2023 bramkarz (90'),Polska,05.07.2023"
"Rufus Bras,329003097,16.025,,52,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,1,-1,-1,-1,3,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.06.2023 skrzydlowy (11'),Polska,05.07.2023"
"Stanislaw Odrzywolek,329836505,16.085,,52,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,2.5,2,4,-1,-1.0,-1.0,2.5,2.0,4.0,-1.0,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Witold Mlodzianowski,327887837,16.111,,52,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,4.5,6,-1,-1,4,-1.0,4.5,5.0,-1.0,-1.0,-1.0,03.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Witold Dworzecki,326119284,16.088,P,51,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,4.5,6.5,-1,-1,-1,-1.0,4.5,5.5,-1.0,-1.0,-1.0,02.07.2023 boczny_obronca (70'),Polska,05.07.2023"
"Joerg Finnern,327797864,16.035,,52,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,1,-1,2.5,-1,4,-1,1.0,-1.0,2.5,-1.0,4.0,-1.0,29.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Ernest Bera,328239627,16.048,,52,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,01.07.2023 napastnik (90'),Polska,05.07.2023"
"Patryk Bosakowski,330169407,16.076,,52,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Pawel Graf,325778792,17.006,,47,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,1.5,4,4.5,4.5,-1,-1,1.5,4.0,4.5,4.5,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Andrzej Beck-Lichota,327094342,16.033,,47,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,2,-1,-1,-1,-1,-1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.06.2023 bramkarz (90'),Polska,05.07.2023"
"Grzegorz Zagorowski,325486442,16.085,,57,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,1,2.5,-1,4,4.5,4,1.0,2.5,-1.0,4.0,4.5,4.0,29.06.2023 pomocnik (90'),Polska,05.07.2023"
"Roman Stefanek,327610685,16.069,P,51,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,2,3.5,4,-1,-1,-1.0,2.0,3.5,4.0,-1.0,-1.0,22.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Radoslaw Niklewicz,327634600,16.073,T55,55,WC 37,28,World Cup - Round II  Matchday 3,21/02/2025,90,7,-1,3.5,-1,-1,-1,-1,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Wojciech Moskaluk,329998702,16.049,,52,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,2,-1,-1,-1,2.5,-1.0,2.0,-1.0,-1.0,-1.0,2.5,05.07.2023 stoper (90'),Polska,05.07.2023"
"Arkadiusz Walachowski,321245474,17.008,,50,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,3.5,4.5,4.5,5.5,5,-1.0,3.5,4.5,4.5,5.5,5.0,30.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Maciej Gielata,326966230,17.018,,52,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,4.5,1.5,-1,1,-1,-1,4.5,1.5,-1.0,1.0,-1.0,-1.0,28.06.2023 bramkarz (90'),Polska,05.07.2023"
"Yannik Stickroth,327550188,16.093,,52,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,4,3.5,5.5,-1,-1,-1.0,3.0,3.5,4.5,-1.0,-1.0,04.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Krzysztof Tomkowski,329530666,17.012,H56,56,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,1,-1,-1,4.5,4,-1,1.0,-1.0,-1.0,4.5,4.0,-1.0,01.07.2023 pomocnik (90'),Polska,05.07.2023"
"Wiesiek Gryko,329406129,16.051,,55,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Walenty Rottermund,326295880,16.060,U,51,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,-1,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,05.07.2023 napastnik (90'),Polska,05.07.2023"
"Rafal Kamala,329810290,17.003,,50,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Radoslaw Jeczyk,328215531,16.041,,52,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,2,-1,6,-1.0,-1.0,-1.0,2.0,-1.0,6.0,29.06.2023 napastnik (90'),Polska,05.07.2023"
"Rafal Stelmach,329084106,16.009,,51,WC 38,,Final,,,,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Wlodzimierz Wierciszewski,327482599,15.101,,52,WC 38,3,Continental Championship  Matchday 1,16/05/2025,91,3,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,02.07.2023 bramkarz (90'),Polska,05.07.2023"
"Remigiusz Wolman,326708209,16.049,,47,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Marek Krzyszczuk,326982343,16.026,,55,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,3.5,4,4,-1,3.5,-1.0,3.5,4.0,4.0,-1.0,3.5,04.07.2023 stoper (90'),Polska,05.07.2023"
"Krzysztof Waskowiak,329233239,15.107,,52,WC 38,2,Friendly,09/05/2025,91,2,-1,2.5,-1,-1,-1,6,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,04.07.2023 napastnik (13'),Polska,05.07.2023"
"Bonawentura Ciaston,329688620,16.015,,52,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,1.5,-1,-1,3.5,4,6.5,1.5,-1.0,-1.0,-1.0,-1.0,5.0,29.06.2023 napastnik (46'),Polska,05.07.2023"
"Jan Mankiewicz,324138337,16.095,,54,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,2,0.5,-1,-1,-1,-1,2.0,0.5,-1.0,-1.0,-1.0,-1.0,02.07.2023 stoper (0'),Polska,05.07.2023"
"Bogdan Pitner,326987586,17.040,,52,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,5,4.5,-1,5,-1,-1.0,5.0,4.5,-1.0,5.0,-1.0,05.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Aleksander Korczynski,322242106,17.010,T,56,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,3.5,-1,4,3,-1,-1.0,3.5,-1.0,3.5,3.0,-1.0,21.06.2023 pomocnik (90'),Polska,05.07.2023"
"Jakub Kondas,329956715,15.058,H,52,WC 38,11,Continental Championship  Matchday 9,27/06/2025,91,9,-1,-1,-1,4.5,4,-1,-1.0,-1.0,-1.0,4.5,4.0,-1.0,30.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Edward Janisiewicz,330090656,16.055,,50,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Maciej Zoltczak,321795528,16.095,,54,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Marek Mogielski,326792130,16.027,,50,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,-1,6.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,03.07.2023 pomocnik (20'),Polska,05.07.2023"
"Amadeusz Podsiadla,328630162,16.093,P,51,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,04.07.2023 pomocnik (90'),Polska,05.07.2023"
"Jan Ocheduszko,329841780,16.043,,57,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,26.05.2023 skrzydlowy (90'),Polska,05.07.2023"
"Walter Jezierski,327161473,15.107,,50,WC 38,2,Friendly,09/05/2025,91,2,-1,-1,-1,-1,5.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,03.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Amadeusz Brejwo,325268005,17.037,,52,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,5,-1,-1,-1,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Mariusz Wieskowski,328291079,17.020,,54,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,3.5,-1,6,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,25.06.2023 napastnik (32'),Polska,05.07.2023"
"Krzysztof Stefanik,327073082,16.042,P,57,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,3,4,4.5,-1.0,-1.0,-1.0,3.0,4.0,4.5,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Piotr Skorek,327569963,16.020,,52,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,01.07.2023 pomocnik (90'),Polska,05.07.2023"
"Witold Murdzek,329786202,15.059,P,51,WC 38,11,Continental Championship  Matchday 9,27/06/2025,91,9,-1,2.5,-1,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,15.06.2023 stoper (90'),Polska,05.07.2023"
"Radomir Rolecki,327507036,16.083,Q,51,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,30.06.2023 napastnik (90'),Polska,05.07.2023"
"Michal Spodzieja,322713603,16.106,,51,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,2.5,-1,-1,3,-1,-1.0,2.5,-1.0,-1.0,3.0,-1.0,20.06.2023 stoper (90'),Polska,05.07.2023"
"Antek Chmielowiec,330470131,16.058,,46,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,1,-1,2,-1,-1,-1,1.0,-1.0,2.0,-1.0,-1.0,-1.0,10.06.2023 bramkarz (90'),Polska,05.07.2023"
"Boleslaw Porada,330470122,15.070,,46,WC 38,9,Continental Championship  Matchday 7,13/06/2025,91,7,-1,3.5,-1,-1,4,-1,-1.0,3.5,-1.0,-1.0,4.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Bonifacy Tomczuk,330470133,15.096,,46,WC 38,4,Continental Championship  Matchday 2,19/05/2025,91,4,0.5,-1,2,-1,-1,-1,0.5,-1.0,2.0,-1.0,-1.0,-1.0,17.06.2023 bramkarz (90'),Polska,05.07.2023"
"Jakub Sulima,330470121,15.097,,46,WC 38,4,Continental Championship  Matchday 2,19/05/2025,91,4,0.5,-1,2,-1,-1,-1,0.5,-1.0,2.0,-1.0,-1.0,-1.0,01.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Jan Anisko,330470125,16.054,,46,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,3.5,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,01.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Jaromil Rajtuz,330470119,16.077,,46,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,2,-1,-1,-1,3.5,-1.0,2.0,-1.0,-1.0,-1.0,3.5,01.07.2023 stoper (90'),Polska,05.07.2023"
"Jedrzej Narog,330470126,15.082,,46,WC 38,7,Continental Championship  Matchday 5,30/05/2025,91,5,-1,-1,-1,4.5,-1,3.5,-1.0,-1.0,-1.0,4.5,-1.0,3.5,01.07.2023 napastnik (90'),Polska,05.07.2023"
"Michal Dziubanski,330470127,16.000,,46,WC 38,1,Friendly,02/05/2025,91,1,1,-1,-1,-1,-1,4,1.0,-1.0,-1.0,-1.0,-1.0,4.0,01.07.2023 napastnik (90'),Polska,05.07.2023"
"Michal Karolewski,330470130,16.046,,46,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,2,3,-1,-1.0,-1.0,-1.0,2.0,3.0,-1.0,24.06.2023 pomocnik (90'),Polska,05.07.2023"
