Hilary Paskiewicz,311841973,17.086,,274,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,-1,-1,2.5,2.5,-1,-1,-1.0,-1.0,2.5,2.5,-1.0,-1.0,29.07.2022 boczny_obronca (90'),Polska,17.04.2023
Ireneusz Dzieciol,313630426,17.060,H,243,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,1.5,-1,-1,-1,-1,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,13.04.2023 bramkarz (90'),Polska,17.04.2023
Jozef Horoszko,315649067,17.041,P,162,WC 37,,Final,,,,-1,-1,5.5,-1,-1,3,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,13.04.2023 boczny_obronca (90'),Polska,17.04.2023
Lukasz Peterek,319348120,16.078,H,148,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,-1,-1,4.5,-1,7,-1.0,-1.0,-1.0,4.5,-1.0,7.0,13.04.2023 pomocnik (90'),Polska,17.04.2023
Marcin Wroblewski,304508897,19.014,P,372,WC 36,5,Continental Championship  Matchday 3,01/03/2024,87,4,-1,3,3.5,4,3.5,3.5,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,26.11.2022 boczny_obronca (90'),Polska,17.04.2023
Piotr Gabor,318547025,16.076,,106,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,3.5,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,13.04.2023 napastnik (90'),Polska,17.04.2023
Remigiusz Czerniec,314779118,17.031,Q,197,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,4.5,-1,5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,09.03.2023 pomocnik (90'),Polska,17.04.2023
Roman Foremny,320432808,16.043,Q,99,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,3.5,-1,5.5,-1.0,-1.0,-1.0,3.5,-1.0,5.5,13.04.2023 napastnik (90'),Polska,17.04.2023
Sebastian Bieniasz,323531741,16.042,,78,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,2.5,-1,5.5,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,13.04.2023 pomocnik (90'),Polska,17.04.2023
Tadeusz Ciezkowski,322025929,16.020,H,36,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,13.04.2023 pomocnik (90'),Polska,17.04.2023
Tomasz Nowotny,312283304,17.087,,232,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,2,4,-1,4,4.5,5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,07.04.2023 bramkarz (52'),Polska,17.04.2023
Walery Ciapala,314700752,17.016,,183,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,4,5,5,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,13.04.2023 skrzydlowy (90'),Polska,17.04.2023
Wojciech Pietrasz,320844031,16.110,,133,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,4.5,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,13.04.2023 napastnik (90'),Polska,17.04.2023
Bertram Spustek,323763813,15.110,,20,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,3,4,-1,5,-1.0,-1.0,3.0,4.0,-1.0,5.0,17.04.2023 napastnik (90'),Polska,17.04.2023
Daniel Kurpiewski,320895814,16.098,,113,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,4.5,4.5,5.5,6.5,-1.0,-1.0,-1.0,4.5,5.5,-1.0,17.04.2023 pomocnik (90'),Polska,17.04.2023
Dominik Renusz,323277536,16.018,,57,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,2.5,2.5,4.5,-1,6,-1.0,2.5,2.5,4.0,-1.0,6.0,17.04.2023 napastnik (90'),Polska,17.04.2023
Dorian Ogrodnik,321245058,16.100,,120,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,2.5,3,3,-1,7,-1.0,-1.0,3.0,-1.0,-1.0,7.0,17.04.2023 boczny_obronca (90'),Polska,17.04.2023
Emil Kowolik,320586916,16.045,,127,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,4,5.5,4.5,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,17.04.2023 pomocnik (90'),Polska,17.04.2023
Ireneusz Paterski,314723918,17.068,,225,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,1,2.5,3.5,-1,5,4,1.0,2.5,-1.0,-1.0,-1.0,4.0,11.04.2023 stoper (90'),Polska,17.04.2023
Jan Cwiakala,321880096,16.067,T,92,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,4,5,4,5.5,-1,-1.0,-1.0,5.0,-1.0,5.5,-1.0,17.04.2023 skrzydlowy (90'),Polska,17.04.2023
Leszek Jaruga,325334806,15.067,,8,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,-1,-1,-1,4.5,4,-1,-1.0,-1.0,-1.0,4.5,4.0,-1.0,17.04.2023 pomocnik (90'),Polska,17.04.2023
Marcin Krawczynski,322266137,16.028,Q,85,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,6.5,4.5,-1.0,-1.0,-1.0,-1.0,6.5,-1.0,17.04.2023 skrzydlowy (90'),Polska,17.04.2023
Mieczyslaw Nartowicz,317691572,16.080,,99,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,2,4.5,-1,-1,-1,-1,2.0,4.5,-1.0,-1.0,-1.0,-1.0,17.04.2023 bramkarz (90'),Polska,17.04.2023
Walery Stepek,326576809,16.068,,29,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,4.5,-1,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,17.04.2023 boczny_obronca (90'),Polska,17.04.2023
Albert Symonowicz,324233875,16.066,,71,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,4.5,5.5,-1,-1,4.5,-1.0,-1.0,5.5,-1.0,-1.0,4.5,11.04.2023 boczny_obronca (90'),Polska,17.04.2023
Alojzy Fengler,320262187,17.023,P,78,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,3,2.5,-1,-1,-1,-1.0,3.0,2.5,-1.0,-1.0,-1.0,07.03.2023 stoper (90'),Polska,17.04.2023
Bartlomiej Byskiniewicz,322914402,16.066,,64,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3,3.5,4.5,4.5,6,-1.0,3.0,-1.0,-1.0,-1.0,6.0,11.04.2023 napastnik (90'),Polska,17.04.2023
Bogdan Dominko,318999735,16.070,,140,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3.5,-1,4.5,5,3.5,-1.0,-1.0,-1.0,-1.0,5.0,3.5,11.04.2023 skrzydlowy (90'),Polska,17.04.2023
Dobromir Bystry,326119619,15.057,,22,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,11.04.2023 pomocnik (90'),Polska,17.04.2023
Jerzy Bazant,324641120,15.109,,36,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,-1,4,-1,5,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,11.04.2023 pomocnik (90'),Polska,17.04.2023
Kordian Basinski,322076514,17.055,,106,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,-1,4,6,5,5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,11.04.2023 napastnik (90'),Polska,17.04.2023
Krzysztof Sztubecki,319284931,16.071,U,120,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,3,4.5,8.5,-1.0,-1.0,-1.0,3.0,4.5,-1.0,11.04.2023 skrzydlowy (90'),Polska,17.04.2023
Kuba Maciejewski,321653151,17.020,,99,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,4.5,-1,1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,11.04.2023 bramkarz (90'),Polska,17.04.2023
Pawel Kempinski,322557984,16.109,,29,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,17.04.2023
Przemyslaw Kanclerski,320315707,16.100,U,91,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,4,-1,8.5,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,11.04.2023 pomocnik (90'),Polska,17.04.2023
Robert Tarnawa,318819559,16.106,,155,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,4,4,8.5,-1.0,-1.0,-1.0,-1.0,4.0,7.5,11.04.2023 napastnik (90'),Polska,17.04.2023
Stanislaw Bronikowski,323277791,16.007,T,43,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,4.5,-1,3.5,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,11.04.2023 boczny_obronca (90'),Polska,17.04.2023
Tadeusz Sukiennik,320869139,16.034,,49,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,4,-1,4,3.5,-1.0,-1.0,4.0,-1.0,-1.0,3.5,12.03.2023 skrzydlowy (44') napastnik (46'),Polska,17.04.2023
Andrzej Kuspit,317466154,17.038,H,71,WC 37,,Final,,,,2,-1,-1,3.5,4,-1,2.0,-1.0,-1.0,3.5,4.0,-1.0,31.03.2023 pomocnik (90'),Polska,17.04.2023
Antoni Steinborn,327406041,16.051,,15,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,5.5,-1,-1,-1,-1.0,-1.0,5.5,-1.0,-1.0,-1.0,16.04.2023 boczny_obronca (90'),Polska,17.04.2023
Ferdynand Zyczkowski,323782354,16.111,S,36,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,16.04.2023 skrzydlowy (90'),Polska,17.04.2023
Grzegorz Dzieciuchowicz,316741654,17.012,,155,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,4.5,5,3.5,4.5,-1,-1.0,4.5,5.0,-1.0,-1.0,-1.0,16.04.2023 stoper (90'),Polska,17.04.2023
G. Babul,475884525,17.039,,-1,WC 37,,Final,,,,-1,3.5,4,4,4.5,6,-1.0,3.5,4.0,-1.0,-1.0,-1.0,-----,Polska,17.04.2023
Gustaw Felczak,321373675,16.018,,57,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,4.5,5,5,5,4,-1.0,-1.0,5.0,5.0,5.0,-1.0,16.04.2023 pomocnik (90'),Polska,17.04.2023
Gustaw Konarski,309920626,18.065,,274,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,4.5,1.5,1,1,1,0.5,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,16.04.2023 bramkarz (90'),Polska,17.04.2023
Jacek Gawrych,323462755,15.090,,64,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,3.5,-1,4.5,4,-1.0,-1.0,3.5,-1.0,4.5,4.0,16.04.2023 boczny_obronca (90'),Polska,17.04.2023
Kazimierz Tulacz,322648739,16.037,,78,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,4,2.5,2,1,1.5,1,-1.0,2.5,2.0,1.0,-1.0,1.0,09.04.2023 stoper (90'),Polska,17.04.2023
Lukasz Kubacki,315950394,17.005,,141,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,3,4,3.5,4.5,4.5,-1.0,3.0,-1.0,3.5,4.5,-1.0,16.04.2023 pomocnik (90'),Polska,17.04.2023
Marcin Blecharz,322476379,16.100,Q,85,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,1,-1,3,4,4.5,6,1.0,-1.0,3.0,-1.0,-1.0,6.0,31.03.2023 napastnik (90'),Polska,17.04.2023
Roland Junke,324256597,16.096,,8,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4.5,-1,5,-1,-1,-1.0,4.5,-1.0,5.0,-1.0,-1.0,16.04.2023 stoper (90'),Polska,17.04.2023
Stanislaw Grzonkowski,320007881,16.074,,127,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,4,4,5,5,6.5,-1.0,4.0,-1.0,5.0,-1.0,-1.0,16.04.2023 pomocnik (90'),Polska,17.04.2023
Stanislaw Kasprzykowski,316055491,17.003,,99,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,1.5,2.5,-1,4,-1,3.5,1.5,2.5,-1.0,4.0,-1.0,3.5,31.03.2023 stoper (90'),Polska,17.04.2023
Sylwester Gajos,326987611,15.063,,22,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,4.5,-1,5,-1,-1.0,-1.0,4.5,-1.0,5.0,-1.0,16.04.2023 skrzydlowy (90'),Polska,17.04.2023
Zdzislaw Goly,325834421,15.067,,43,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,-1,-1,-1,3.5,4.5,-1,-1.0,-1.0,-1.0,3.5,4.5,-1.0,07.04.2023 pomocnik (90'),Polska,17.04.2023
Zdzislaw Panski,317280283,17.010,U,106,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,2.5,4,3.5,-1,-1.0,-1.0,-1.0,4.0,3.5,-1.0,07.04.2023 pomocnik (90'),Polska,17.04.2023
Czeslaw Kajzer,320410714,16.063,U,141,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,4,4.5,5,5.5,8.5,-1.0,-1.0,-1.0,5.0,-1.0,8.5,12.04.2023 napastnik (90'),Polska,17.04.2023
Damian Cholewa,327662784,16.068,,15,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Dawid Zawacki,327390672,16.060,,8,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,17.04.2023
Feliks Lesniczek,323055517,16.009,,64,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,4.5,-1,4,-1,5.5,-1.0,4.5,-1.0,4.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Janusz Cisek,322472982,16.056,,92,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,4,5.5,5,4.5,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Janusz Smolen,320895493,16.084,,120,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,3.5,4.5,3.5,5,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,12.04.2023 boczny_obronca (90'),Polska,17.04.2023
Jerzy Tajchert,326609693,16.075,H,22,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,1,-1,-1,-1,-1,5,1.0,-1.0,-1.0,-1.0,-1.0,5.0,12.04.2023 napastnik (90'),Polska,17.04.2023
Konrad Kuklewicz,324903062,16.074,,29,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,-1,4.5,5,-1.0,-1.0,-1.0,-1.0,4.5,5.0,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Lech Rode,318372619,16.069,,134,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3.5,-1,6,6,6,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Raslaw Mostek,322457096,16.043,,71,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,3.5,4,5,5,-1.0,-1.0,-1.0,4.0,-1.0,5.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Adrian Mincewicz,315370371,18.029,,155,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,5,5.5,5,-1,-1,-1.0,-1.0,5.5,5.0,-1.0,-1.0,12.04.2023 boczny_obronca (90'),Polska,17.04.2023
Edmund Holysz,321432754,17.002,,120,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,4.5,5,4.5,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Herman Poddebniak,318937657,16.097,T,98,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,3.5,5,6.5,-1.0,-1.0,-1.0,-1.0,5.0,6.0,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Jacek Labieniec,323267037,17.014,,78,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,5,-1,5.5,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Jozef Kutyna,324275824,17.022,T,57,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,-1,3.5,-1,5,-1.0,-1.0,-1.0,3.5,-1.0,5.0,12.04.2023 napastnik (90'),Polska,17.04.2023
Jozef Kuzmicki,320221298,16.067,,50,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,3.5,3.5,5,-1.0,-1.0,-1.0,3.5,3.5,5.0,05.04.2023 skrzydlowy (90'),Polska,17.04.2023
Maciej Dmochowski,307015521,18.102,,351,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,-1,3,-1,3.5,4,6,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,08.02.2023 napastnik (90'),Polska,17.04.2023
Olaf Serniak,324317353,17.022,,71,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,4.5,-1,5,-1,6,-1.0,-1.0,-1.0,4.5,-1.0,6.0,05.04.2023 napastnik (90'),Polska,17.04.2023
Pawel Tyszko,314530040,18.034,,176,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,5,5,5.5,-1,-1,-1.0,-1.0,5.0,5.5,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Sebastian Kostysz,309614693,18.104,,323,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,5.5,2,-1,-1,2,0.5,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,12.04.2023 bramkarz (90'),Polska,17.04.2023
Stanislaw Rogala,307880365,18.028,,308,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,4,4.5,4.5,4.5,5.5,-1.0,3.5,4.0,-1.0,-1.0,5.5,09.03.2023 boczny_obronca (90'),Polska,17.04.2023
Stefan Zaczek,323224526,16.071,,29,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,-1,-1,5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,12.04.2023 napastnik (90'),Polska,17.04.2023
Walter Klajn,326708674,15.051,,8,WC 37,40,World Cup - Round V  Matchday 3,18/04/2025,90,15,-1,2.5,-1,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Zdzislaw Loda,319622107,17.099,,134,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,4.5,5,5,-1,-1,-1.0,4.5,5.0,5.0,-1.0,-1.0,12.04.2023 boczny_obronca (90'),Polska,17.04.2023
Boleslaw Redzia,323421021,16.067,,50,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,14.04.2023 napastnik (90'),Polska,17.04.2023
Cezary Niewiatowski,324469426,16.104,,36,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,4,-1,5.5,-1.0,-1.0,-1.0,4.0,-1.0,5.5,31.03.2023 napastnik (90'),Polska,17.04.2023
Daniel Bartyzel,326196334,17.000,,29,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,4,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.04.2023 bramkarz (90'),Polska,17.04.2023
Ferdynand Szombierski,316798939,16.101,H,176,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,2,4,5,-1,5.5,4,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,14.04.2023 skrzydlowy (90'),Polska,17.04.2023
Henryk Kubala,325970445,15.079,Q,43,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,2.5,-1,5,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,14.04.2023 pomocnik (90'),Polska,17.04.2023
Jedrzej Powierza,324449831,16.079,Q,63,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,-1,-1,5.5,-1,6,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,14.04.2023 pomocnik (90'),Polska,17.04.2023
Jerzy Marcinek,321292206,16.040,,77,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,4.5,5,3.5,-1,3.5,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,14.04.2023 stoper (90'),Polska,17.04.2023
Maciej Ciesluk,319366041,16.064,,154,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,2,4,4.5,-1,4.5,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,19.03.2023 boczny_obronca (90'),Polska,17.04.2023
Piotr Mozdzen,320895718,16.054,Q,106,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,4,-1,3.5,-1,5,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,14.04.2023 pomocnik (90'),Polska,17.04.2023
Przemyslaw Gapys,327610734,15.097,,15,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,14.04.2023 napastnik (90'),Polska,17.04.2023
Stanislaw Gladys,320856418,16.048,U,98,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,5,-1,-1,5,5,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,14.04.2023 skrzydlowy (90'),Polska,17.04.2023
Wladyslaw Dzienkowski,318140364,16.078,,166,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,1.5,-1,3.5,5,4.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,14.04.2023 napastnik (90'),Polska,17.04.2023
Wlodzimierz Grzelka,317944546,16.076,Q,92,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,1,1.5,0.5,-1,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,19.03.2023 stoper (90'),Polska,17.04.2023
Alan Kulec,323652983,16.063,,62,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,4,-1,2.5,-1,-1,-1,4.0,-1.0,2.5,-1.0,-1.0,-1.0,15.04.2023 bramkarz (90'),Polska,17.04.2023
Antoni Machura,323246549,16.063,,76,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,4,4,5,5,4.5,-1.0,4.0,-1.0,5.0,-1.0,4.5,15.04.2023 napastnik (90'),Polska,17.04.2023
Bonifacy Radwanski,324162695,15.108,,36,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,2.5,3,4,-1,-1,-1.0,-1.0,3.0,4.0,-1.0,-1.0,15.04.2023 pomocnik (90'),Polska,17.04.2023
Cecylian Ruchniewicz,305970461,18.081,,372,WC 36,12,Continental Championship  Matchday 10,12/04/2024,87,10,-1,2.5,3.5,4.5,4.5,4.5,-1.0,-1.0,3.5,4.0,-1.0,4.0,08.04.2023 pomocnik (90'),Polska,17.04.2023
Jan Szymko,326514979,16.106,,29,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,17.04.2023
Jaroslaw Szreiber,322007381,17.029,,84,WC 37,2,Friendly,27/09/2024,89,2,-1,2.5,3,4,3.5,2.5,-1.0,-1.0,-1.0,4.0,3.5,2.5,15.04.2023 napastnik (90'),Polska,17.04.2023
Jedrzej Szurek,322098110,16.024,H,110,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,4,-1,5.5,5,4.5,-1.0,4.0,-1.0,5.5,-1.0,-1.0,15.04.2023 pomocnik (90'),Polska,17.04.2023
Kajetan Leski,326554496,15.045,Q,8,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,-1,-1,3.5,-1,-1,-1,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,15.04.2023 boczny_obronca (90'),Polska,17.04.2023
Marcin Grzejszczyk,324663449,16.047,,43,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,1.5,-1,-1,2.5,-1,-1,1.5,-1.0,-1.0,2.5,-1.0,-1.0,25.03.2023 bramkarz (90'),Polska,17.04.2023
Marek Musial,323852601,16.033,,56,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,5,6,3.5,-1,-1,-1.0,5.0,6.0,-1.0,-1.0,-1.0,15.04.2023 boczny_obronca (90'),Polska,17.04.2023
Marian Kozlarek,308205469,18.091,,344,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,2.5,4.5,5,3.5,6.5,-1,2.5,-1.0,-1.0,-1.0,5.0,-1.0,01.02.2023 bramkarz (90'),Polska,17.04.2023
Maurycy Milowski,325331354,16.065,,50,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,3,4,4,5.5,-1,-1.0,-1.0,4.0,-1.0,5.5,-1.0,15.04.2023 skrzydlowy (90'),Polska,17.04.2023
Rajmund Walczak,322468928,16.015,,99,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,4.5,4.5,5.5,4.5,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,15.04.2023 skrzydlowy (90'),Polska,17.04.2023
Stanislaw Chmielarski,316484055,17.024,,169,WC 37,2,Friendly,27/09/2024,89,2,-1,3.5,4,3.5,4,5,-1.0,-1.0,4.0,-1.0,-1.0,5.0,15.04.2023 napastnik (90'),Polska,17.04.2023
Wladyslaw Gburek,327355072,15.055,,15,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,-1,-1,3,-1,4.5,-1.0,-1.0,-1.0,3.0,-1.0,4.5,15.04.2023 pomocnik (90'),Polska,17.04.2023
Daniel Bielicz,322097667,16.037,H,99,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,3.5,4,6.5,-1.0,-1.0,-1.0,-1.0,4.0,6.5,12.04.2023 napastnik (90'),Polska,17.04.2023
Jacek Lasecki,322025936,16.088,,106,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,6,5.5,4.5,-1.0,-1.0,-1.0,-1.0,5.5,4.5,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Wladyslaw Parzyszek,319622055,16.073,,141,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,3.5,3.5,5,5,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
