"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update"
"Kazimierz Gontarski,320629195,17.099,,157,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,01.06.2023"
"Krzysztof Piasecki,321020937,16.072,,102,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,01.06.2023"
"Maciej Ziobron,321494154,16.072,,151,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,01.06.2023"
"Michal Zuk,316639986,18.043,,235,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,-1,-1,5,-1,3.5,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Miroslaw Krosman,311106530,18.035,Q,305,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,-1,3.5,-1,3.5,3.5,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,28.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Orest Wasiniewski,314920572,18.000,T,200,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,-1,-1,-1,6,5.5,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,28.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Przemyslaw Filipski,312148924,18.014,,213,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,4.5,3.5,-1,1.5,-1,-1,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,01.06.2023"
"Tadeusz Szczuchniak,317814048,17.096,T,130,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,-1,5,4.5,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,28.05.2023 napastnik (90'),Polska,01.06.2023"
"Wiktor Szupryczynski,319319596,18.006,,144,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,28.05.2023 napastnik (90'),Polska,01.06.2023"
"Borys Malesa,310649258,18.038,,318,WC 36,28,World Cup - Round II  Matchday 3,12/07/2024,88,7,5.5,1,1,2,1.5,1,5.0,1.0,-1.0,-1.0,-1.0,-1.0,25.05.2023 bramkarz (90'),Polska,01.06.2023"
"K. Wakuluk,476294007,19.009,P,-2,WC 36,14,Continental Championship - Semifinals,22/04/2024,87,12,1.5,3.5,5,3.5,6,3.5,-1.0,-1.0,5.0,3.5,-1.0,3.5,-----,Polska,06.05.2023"
"Wiktor Szymanowski,314330430,18.099,,220,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,2.5,3.5,4.5,5.5,4.5,-1.0,2.5,3.5,4.5,5.5,4.5,25.05.2023 stoper (90'),Polska,01.06.2023"
"Blazej Kapica,327391098,17.004,P,45,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3.5,4,3.5,4.5,5,-1.0,3.5,4.0,3.5,4.5,5.0,25.05.2023 pomocnik (90'),Polska,01.06.2023"
"Bohdan Bogumil,319238473,17.100,U,164,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,4,4,4,5,5.5,-1.0,3.0,4.0,4.0,-1.0,5.5,11.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Bronislaw Utrata,315648882,18.011,,262,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,5,5.5,4.5,6,5,-1.0,5.0,5.5,4.5,6.0,5.0,25.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Edward Pytkowski,321880514,17.000,,148,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,4.5,5,3.5,-1,5,-1.0,4.5,5.0,3.5,-1.0,4.5,11.05.2023 pomocnik (90'),Polska,01.06.2023"
"Eugeniusz Kajpust,326845419,16.085,,66,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,4.5,4.5,4,4.5,4.5,-1.0,4.5,4.5,4.0,4.5,4.5,25.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Karol Fecko,322463145,16.109,,121,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,4,3.5,5.5,4,4,-1.0,4.0,3.5,5.5,4.0,4.0,25.05.2023 stoper (90'),Polska,01.06.2023"
"Marcin Krzaczkowski,323653099,16.028,,128,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,3.5,4,5,5,5,-1.0,3.0,4.0,5.0,5.0,5.0,25.05.2023 napastnik (90'),Polska,01.06.2023"
"Mariusz Pyda,316780376,18.048,,184,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,1,3,3.5,4,4.5,-1,-1.0,2.5,3.5,4.0,4.5,-1.0,11.05.2023 stoper (90'),Polska,01.06.2023"
"S. Sniecikowski,476399581,17.080,,-2,WC 37,1,Friendly,20/09/2024,89,1,-1,4,5,4,5,3.5,-1.0,-1.0,5.0,4.0,5.0,3.5,-----,Polska,06.05.2023"
"Waldemar Smagala,323696570,17.029,,73,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,5,5,5,5,6,-1.0,5.0,5.0,5.0,5.0,6.0,25.05.2023 napastnik (90'),Polska,01.06.2023"
"Wieslaw Drabina,320849751,17.004,P,139,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,4.5,4.5,5,4.5,3,-1.0,4.5,4.5,4.5,4.5,3.0,25.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Andrzej Slifirski,315422373,17.071,,170,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,6,-1,6,-1,-1.0,-1.0,6.0,-1.0,6.0,-1.0,31.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"S. Soski,476686944,17.020,T,-1,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,4,4,6.5,-1,-1.0,-1.0,4.0,-1.0,6.5,-1.0,-----,Polska,01.06.2023"
"Adrian Pieklik,309929155,18.079,,247,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,2.5,-1,6,3.5,5,7.5,-1.0,-1.0,-1.0,3.0,-1.0,5.5,05.04.2023 boczny_obronca (72'),Polska,01.06.2023"
"Andrzej Bachor,324139169,16.066,,119,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,4.5,6,-1,-1,-1,-1.0,4.5,4.5,-1.0,-1.0,-1.0,31.05.2023 stoper (90'),Polska,01.06.2023"
"Artur Sledz,315422435,19.005,,268,WC 36,15,Continental Championship - Finals,26/04/2024,87,12,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,24.05.2023 stoper (90'),Polska,01.06.2023"
"Boleslaw Poplawski,320471235,17.036,,72,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,4.5,-1,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,22.03.2023 stoper (90'),Polska,01.06.2023"
"Hubert Tuszkowski,322504446,17.040,U,126,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,3,2.5,3,-1,-1,-1.0,2.0,-1.0,3.0,-1.0,-1.0,31.05.2023 stoper (90'),Polska,01.06.2023"
"Jerzy Osyra,315957180,18.079,,210,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,2,3,5,-1,8,-1.0,-1.0,-1.0,4.0,-1.0,7.0,31.05.2023 napastnik (90'),Polska,01.06.2023"
"Joachim Gajowski,311872834,18.003,,261,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,31.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Konstanty Malmon,323375864,16.092,H,113,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,31.05.2023 pomocnik (90'),Polska,01.06.2023"
"Otto Wawrzyniak,322429279,17.012,T,87,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,-1,4.5,-1,4.5,-1,-1.0,-1.0,4.5,-1.0,4.5,-1.0,31.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Piotr Kedzia,316727658,17.074,,230,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,31.05.2023 pomocnik (90'),Polska,01.06.2023"
"Ryszard Choroszewski,325331283,16.091,,59,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,31.05.2023 napastnik (90'),Polska,01.06.2023"
"Teobald Satora,326119268,16.090,U,65,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,5.5,-1,7,-1,-1.0,-1.0,5.5,-1.0,7.0,-1.0,31.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"W. Bucon,476485789,18.086,,-2,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,4.5,5,6,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,-----,Polska,17.05.2023"
"Zdzislaw Lendo,320489952,17.090,U,134,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,31.05.2023 bramkarz (90'),Polska,01.06.2023"
"Artur Dziecielski,314752728,18.041,Q,225,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,-1,3.5,3.5,5.5,6.5,-1.0,-1.0,3.0,3.5,5.0,6.5,17.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Artur Kubisiak,318073967,17.060,Q,183,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,4,-1,8,-1.0,-1.0,-1.0,3.0,-1.0,6.0,30.05.2023 napastnik (90'),Polska,01.06.2023"
"D. Krzyzowski,476684249,18.049,T,-1,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,6.5,-1,4.5,4,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,-----,Polska,01.06.2023"
"Dmytro Bdzholenko,312773482,17.098,,171,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,3,-1,8,5.5,4,-1.0,3.0,-1.0,-1.0,5.5,-1.0,30.05.2023 pomocnik (60'),Polska,01.06.2023"
"Edward Trzeciecki,323149905,16.107,,53,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,4.5,-1,5,-1,-1,-1.0,4.5,-1.0,5.0,-1.0,-1.0,30.05.2023 stoper (90'),Polska,01.06.2023"
"Fabian Stolpa,318907428,17.059,P,204,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,7,-1,7,6,-1.0,-1.0,6.0,-1.0,-1.0,6.0,30.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Ireneusz Skorupa,324910825,17.059,,78,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,30.05.2023 bramkarz (90'),Polska,01.06.2023"
"Jan Wojtuszek,322198930,16.045,Q,147,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,5.5,-1,7,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.05.2023 skrzydlowy (60'),Polska,01.06.2023"
"Jedrzej Grzywna,318831893,17.009,,135,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,-1,6,5,-1.0,-1.0,-1.0,-1.0,5.0,5.0,30.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Jozef Olszynski,323008836,16.052,Q,112,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,1,-1,-1,4.5,3.5,-1,1.0,-1.0,-1.0,-1.0,3.5,-1.0,17.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Lucjan Gladysiak,324469355,17.004,U,61,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3.5,-1,7.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.05.2023 pomocnik (30'),Polska,01.06.2023"
"L. Anzorge,476304984,18.074,,-2,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,2.5,2.5,4.5,4,7.5,-1.0,-1.0,2.5,-1.0,-1.0,6.0,-----,Polska,06.05.2023"
"Marceli Zabek,310345757,18.040,,281,WC 36,28,World Cup - Round II  Matchday 3,12/07/2024,88,7,-1,5,6.5,4,6,9.5,-1.0,4.0,5.0,-1.0,-1.0,7.0,30.05.2023 napastnik (60'),Polska,01.06.2023"
"M. Domaradzki,476565861,18.064,,-2,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,2,6.5,7,-1,5.5,-1,2.0,5.0,5.5,-1.0,-1.0,-1.0,-----,Polska,17.05.2023"
"Mariusz Jelonkiewicz,324568573,17.064,,86,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,-1,-1,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,30.05.2023 napastnik (30'),Polska,01.06.2023"
"Mariusz Strzelczak,316857053,17.037,Q,198,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,4,4,6.5,4,-1.0,-1.0,-1.0,4.0,5.0,-1.0,30.05.2023 skrzydlowy (30'),Polska,01.06.2023"
"Yan Kurtyak,314552176,17.091,,271,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,-1,5,4,7,5.5,-1.0,-1.0,5.0,4.0,5.5,4.5,30.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Zdzislaw Tokarczyk,320856873,17.045,H,164,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,5,-1,7,-1,3.5,-1.0,-1.0,-1.0,6.0,-1.0,3.5,30.05.2023 pomocnik (90'),Polska,01.06.2023"
"A. Cwieczek,476557027,19.021,H,-2,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,1.5,3,4,2.5,4,5,-1.0,3.0,4.0,2.5,4.0,-1.0,-----,Polska,17.05.2023"
"Adrian Przybylo,315923114,17.088,,257,WC 37,,Final,,,,-1,4,4.5,4.5,-1,3.5,-1.0,4.0,4.5,4.5,-1.0,-1.0,19.05.2023 pomocnik (90'),Polska,01.06.2023"
"Andrzej Brodzki,310661542,18.022,,295,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,2,2.5,4.5,4,5,-1.0,-1.0,2.5,4.5,-1.0,5.0,31.05.2023 pomocnik (90'),Polska,01.06.2023"
"A. Demko,476446517,19.047,,-2,WC 36,8,Continental Championship  Matchday 6,15/03/2024,87,6,-1,2,2.5,3,3.5,4.5,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-----,Polska,17.05.2023"
"Gerwazy Surtel,321291483,16.107,,50,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,-1,1,0.5,-1.0,-1.0,-1.0,-1.0,1.0,0.5,24.05.2023 napastnik (90'),Polska,01.06.2023"
"Krystian Wojtasz,326533359,15.092,Q,78,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,-1,3,4.5,-1,5.5,4,-1.0,-1.0,4.5,-1.0,5.5,4.0,31.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"L. Redo,476275606,20.008,U,-2,WC 36,,Final,,,,1.5,2.5,3.5,4.5,5,5,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-----,Polska,06.05.2023"
"Lech Stempin,325086448,17.063,,71,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,31.05.2023 bramkarz (90'),Polska,01.06.2023"
"Leonard Chodyniecki,326791782,15.103,T,44,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,2.5,3,-1,-1,3,-1.0,2.5,3.0,-1.0,-1.0,3.0,31.05.2023 napastnik (90'),Polska,01.06.2023"
"Oskar Pulit,321494151,17.031,Q,59,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,4,5,-1.0,-1.0,-1.0,-1.0,4.0,5.0,19.05.2023 napastnik (70'),Polska,01.06.2023"
"Romuald Pszczola,312689003,18.044,,287,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,4,5,5,5,5,-1.0,4.0,5.0,4.5,5.0,-1.0,19.05.2023 stoper (90'),Polska,01.06.2023"
"Slawomir Pecki,306029691,18.100,,315,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,1,2,-1,3,3.5,5,1.0,2.0,-1.0,-1.0,3.5,5.0,31.05.2023 napastnik (90'),Polska,01.06.2023"
"S. Kukurenda,476380360,19.061,,-2,WC 36,5,Continental Championship  Matchday 3,01/03/2024,87,4,-1,1,2.5,2.5,4,5,-1.0,-1.0,2.5,-1.0,4.0,-1.0,-----,Polska,06.05.2023"
"W. Lydka,476663234,18.108,,-1,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,-1,-1,-1,5.5,4.5,4,-1.0,-1.0,-1.0,5.5,-1.0,4.0,-----,Polska,01.06.2023"
"Walenty Radonski,313939892,17.100,,274,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,2.5,-1,4.5,5,5,-1.0,2.5,-1.0,4.5,5.0,5.0,24.05.2023 pomocnik (90'),Polska,01.06.2023"
"Wladyslaw Obracaj,313107448,18.101,H,267,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,-1,3.5,3,4.5,7,-1.0,-1.0,3.5,-1.0,4.5,7.0,31.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Yevhen Bardachenko,327390005,16.048,P,65,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,5,4.5,-1,3.5,-1,-1.0,5.0,4.5,-1.0,3.5,-1.0,31.05.2023 stoper (90'),Polska,01.06.2023"
"A. Dziebulak,475983083,17.081,,-2,WC 37,1,Friendly,20/09/2024,89,1,-1,3.5,-1,3.5,3.5,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,-----,Polska,06.05.2023"
"Arkadiusz Krol,313942664,18.029,,221,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,-1,5.5,-1,6.5,-1,-1.0,-1.0,5.5,-1.0,6.5,-1.0,28.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Cecylian Gulczynski,322065022,16.092,,67,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,2.5,5,3.5,-1,-1.0,-1.0,2.5,5.0,3.5,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Dariusz Jemiolo,317227875,17.075,,151,WC 37,2,Friendly,27/09/2024,89,2,2.5,4.5,4.5,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,28.05.2023 napastnik (90'),Polska,01.06.2023"
"Maciej Judasz,323149743,16.081,U,81,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,4.5,4,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,01.06.2023"
"Piotr Tafelski,316331722,17.042,,102,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,5.5,4,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Przemyslaw Brzuchacz,321624416,17.023,,108,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,4,3.5,5.5,4,-1,-1.0,-1.0,-1.0,4.5,4.0,-1.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Rafal Dudek,316592704,17.059,P,172,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,2.5,4,-1,6,-1,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,28.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Slawomir Samoraj,328016370,16.018,,53,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,-1,3,-1,4.5,-1,-1,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,01.06.2023"
"Walery Szulkowski,324062643,17.090,T,123,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,4.5,5.5,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,28.05.2023 napastnik (90'),Polska,01.06.2023"
"M. Barcikowski,476440655,17.025,H,-2,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,4.5,-1,6,5,5,-1.0,4.5,-1.0,6.0,5.0,-1.0,-----,Polska,17.05.2023"
"Kamil Niemancewicz,321624356,16.107,,158,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,4,6,6.5,6,-1.0,-1.0,4.0,6.0,6.5,-1.0,28.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Eustachiusz Darczuk,318974120,16.104,T,172,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,3,-1,3.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,28.05.2023 napastnik (90'),Polska,01.06.2023"
"Herman Rostowski,319365647,17.035,,165,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,5,4,6,7.5,-1.0,-1.0,5.0,-1.0,6.0,7.0,28.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Wojciech Rajchel,322059366,18.001,Q,123,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,4,4,5,4.5,3.5,-1.0,4.0,4.0,5.0,4.5,3.5,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Daniel Damrat,321431911,16.107,,88,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,4,4.5,4,-1,6,-1.0,4.0,4.5,4.0,-1.0,6.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Daniel Gierczewski,326152316,16.062,,67,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,28.05.2023 napastnik (90'),Polska,01.06.2023"
"Edgar Zarnoch,321879912,16.051,,95,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,4,4.5,5,5,-1.0,-1.0,4.0,4.5,5.0,5.0,23.05.2023 pomocnik (120'),Polska,01.06.2023"
"Jozef Lubecki,321215907,16.080,,102,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,01.06.2023"
"Marian Dajnowicz,328166155,16.029,U,46,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,4,3,4.5,5,-1.0,-1.0,4.0,3.0,4.5,5.0,28.05.2023 pomocnik (90'),Polska,01.06.2023"
"Slawomir Blaszyk,321795821,16.059,,59,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,3.5,4.5,4,-1,5,-1.0,3.5,4.5,4.0,-1.0,5.0,23.05.2023 pomocnik (120'),Polska,01.06.2023"
"Edward Bigus,321879307,17.018,,79,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,5,-1,3,-1,4,-1.0,3.5,-1.0,3.0,-1.0,4.0,19.05.2023 stoper (90'),Polska,01.06.2023"
"Gerwazy Tuliszka,327662564,15.064,,46,WC 38,4,Continental Championship  Matchday 2,19/05/2025,91,4,-1,-1,-1,3.5,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,26.05.2023 pomocnik (43'),Polska,01.06.2023"
"Joachim Macikowski,325345883,16.092,,74,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,01.06.2023"
"Krzysztof Polecki,314084687,18.016,,246,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,2.5,-1,4.5,6,5.5,-1.0,2.5,-1.0,4.5,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,01.06.2023"
"Lukasz Zdyb,310398312,18.033,,291,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,3,2.5,4,-1,6,-1.0,-1.0,2.5,4.0,-1.0,5.0,12.05.2023 boczny_obronca (90'),Polska,01.06.2023"
"Lutoslaw Gasinski,324365534,17.102,,109,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,2.5,-1,-1,5.5,5,-1.0,2.5,-1.0,-1.0,4.5,-1.0,26.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Mariusz Cyparski,322627691,17.066,H,115,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,26.05.2023 napastnik (90'),Polska,01.06.2023"
"Miroslaw Domalewski,316509803,18.017,H,199,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,-1,5,-1,3,5.5,-1,-1.0,4.0,-1.0,3.0,-1.0,-1.0,12.05.2023 pomocnik (90'),Polska,01.06.2023"
"Romuald Klus,327354529,16.016,P,60,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,4.5,-1,-1,3.5,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,19.04.2023 skrzydlowy (90'),Polska,01.06.2023"
"Sebastian Augusciak,315240458,17.107,,269,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,-1,4.5,-1,6,-1,-1.0,-1.0,4.5,-1.0,5.0,-1.0,26.05.2023 skrzydlowy (90'),Polska,01.06.2023"
"Stanislaw Ciemiega,320133704,17.053,T,130,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,5.5,-1,-1,4,-1,-1.0,4.0,-1.0,-1.0,4.0,-1.0,26.05.2023 stoper (90'),Polska,01.06.2023"
"Stanislaw Erazmus,322891728,17.011,,88,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,01.06.2023"
"Tomasz Szufladowicz,314391012,17.068,,283,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,7,-1,6.5,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,01.06.2023"
"Walenty Manowski,315693614,17.087,,227,WC 37,,Final,,,,-1,3.5,-1,-1,4,-1,-1.0,3.0,-1.0,-1.0,4.0,-1.0,12.05.2023 skrzydlowy (90'),Polska,01.06.2023"
